questions,answers
but it s absolutely our own business to have a child or not,definitely
i guess you are right but i still prefer to have no child,sure you can fully enjoy your time together
we are going to the concert this evening will you join us,i am very sorry i can not
i am very sorry i can not,why not
why not,i have been snowed under with work since my boss was away on business
i am in hot water now all the things seem to be blown up,do not be scared bite the bullet and everything will be right again
you know john,which john mr turnbow s son
which john mr turnbow s son,yes i ve read news about him in today s paper
i wish he could too,how s your boy jack
poor boys they work harder at school nowadays don t they,good luck to them
if you need help don t hesitate to ask me,i ll be very glad if you would help
i ll be very glad if you would help,i d like to wish you every success in your new venture
i d like to wish you every success in your new venture,thank you i wish i would
thank you i wish i would,good luck to you
he was once a poor man but now he is a man of means,how did he make a fortune
how did he make a fortune,he did not make any effort his aunt died and left him a fortune
why did tom quit his job,he said his present job seemed to be a blind alley
what a great weekend that was,my feeling s exactly
my feeling s exactly,i really enjoy the beach in the summer
i really enjoy the beach in the summer,i could not agree with you more
i could not agree with you more,we should come here more often
we should come here more often,you are absolutely right
you are absolutely right,i would like to come back next weekend
whatever we do we should do it above board,you are right we should not do anything under the table
the baby is crying again,leave him alone he ll soon stop
mary i have something to tell you,go ahead
go ahead,i m afraid you ll become angry but i think i must tell you
i m afraid you ll become angry but i think i must tell you,come on don t hesitate
come on don t hesitate,john made out with other girls at the party yesterday
you mean you suspect him,i m not sure i ll try to prove my feeling
i m not sure i ll try to prove my feeling,i hope i can do something for you
he said i have a big nose i wonder what that means,you are interested in other people s business aren t you
you are interested in other people s business aren t you,does he mean i am inquisitive or i m noisy
does he mean i am inquisitive or i m noisy,yes
i m fed up with marriage,why do you say so everyone admires that you have a good wife
but now you are rich,and we have some squabbles on some boring things
and we have some squabbles on some boring things,this is ordinary marriage life
i haven t met bob for years how is he,he has been keeping bach after divorce
he has been keeping bach after divorce,he would have recovered from the stress and got married again
you are starting to learn english,yeah i like it dad
the flood will come on the heels of the heavy rain,i wonder if the municipal government will take some preventive measures
i wonder if the municipal government will take some preventive measures,i m sure they will
this one looks great i love the seashore,so do i the sun the sand the ocean
so do i the sun the sand the ocean,and listen to this what do you think of sailing swimming windsurfing and fishing
and listen to this what do you think of sailing swimming windsurfing and fishing,oh tom they sound fantastic i really like all those things
oh tom they sound fantastic i really like all those things,yeah me too
yeah me too,well except fishing to be honest i hate fishing but i love all the others
he is so kind i couldn t believe he murdered his wife,of course not i believe he s innocent
of course not i believe he s innocent,i don t understand
good morning mary,good morning john
i would be delighted to john saturday did you say,yes if that is all right for you
i cannot stay here any more minutes,what is wrong with you
no i just started working here at ibm i am in the sale department,what do you do there
what do you do there,i main market reasearch and you
i have got some bad news about the bike you lent me,what is that
no thank you,that is the most important thing
that is the most important thing,it s kind of you to say i feel a little stupid
it s kind of you to say i feel a little stupid,forget about it
forget about it,when you lent me the bike it looked brand new almost anyway
what is a tornado warning,it means that a tornado has been seen somewhere in the area
it means that a tornado has been seen somewhere in the area,really in new berlin
what do you mean a loud train,that is what tornadoes sound like they sound like trains they are very loud
that is what tornadoes sound like they sound like trains they are very loud,but if you hear them coming is not it already too late
did it hit their house,no it did not but they are glad i called them
no it did not but they are glad i called them,what were they doing when you called
that is terrible do many people die in tornadoes,not so many really but a lot of houses are destroyed sometimes
hello is this ann,yes it is kelly
yes it is kelly,yes it s me
yes it s me,do you have a cold
do you have a cold,no worse than that i have a flu i am in bed with a fever
no worse than that i have a flu i am in bed with a fever,oh no what about your presentation today
i understand what should i tell mr morley,why not just tell him i am sick i will ring him myself this afternoon
why not just tell him i am sick i will ring him myself this afternoon,alright have you been to see a doctor
that bad huh,yeah i am very nauseous it s mostly nausea and a fever
yeah i am very nauseous it s mostly nausea and a fever,well i will cancel your appointments for today and i will tell mr morley
well i will cancel your appointments for today and i will tell mr morley,thanks ann talk to you this afternoon
thanks ann talk to you this afternoon,hope you feel better
why do not you watch where you are going,me you are the one who pulled out in front of me
hello bessie,hello jack happy birthday
hello jack happy birthday,my birthday i forgot it thank you for remembering my birthday
thanks a lot i am so touched,now let me sing happy birthday for you
now let me sing happy birthday for you,thank you very much
i have some good news for you,what is that
what is that,jenny is getting married
jenny is getting married,great who s the bridegroom
great who s the bridegroom,tom that lucky guy
tom that lucky guy,the guy always hands the girls in a line when did he propose
my gosh how romantic when s the big day,july the national holiday
july the national holiday,will it be a church wedding or a civil ceremony
will it be a church wedding or a civil ceremony,jenny plans to hold it in church
jenny plans to hold it in church,who is the best man
who is the best man,guess
guess,nobody is ok but you
did you promise him,yes i did
sure i will get it for you books or magazines,i would like both
hi lucy,hi it s a wonderful wedding is not it
hi it s a wonderful wedding is not it,yes it s very great
yes it s very great,mary s father is a rich man is not he
will mary and her husband be ready to leave for their honeymoon,yes look mary is going to throw the bride bouquet
yes look mary is going to throw the bride bouquet,oh i will try to catch it
what a nice tie you are wearing,thank you but does it really look all right
thank you but does it really look all right,certainly it matches your suit perfectly
certainly it matches your suit perfectly,then does it go well with my sweater
then does it go well with my sweater,yes you look very smart today
yes you look very smart today,thank you very much
this is my house let me show you around it,how beautiful the detached house is
how beautiful the detached house is,follow me to the back yard
we had the grass cut and the flowers trimmed this morning,no wonder it smells fragrant
no wonder it smells fragrant,here is the swimming pool and we can swim later
here is the swimming pool and we can swim later,it s fantastic
yes please i am a little thirsty actually,would you like tea or coffee
would you like tea or coffee,coffee please
coffee please,here you are
here you are,would you like to talk over a drink
would you like to talk over a drink,that sounds good how are you doing linda
that sounds good how are you doing linda,just fine are you busy now
just fine are you busy now,no i am just killing time
no i am just killing time,shall we visit our math teacher tomorrow
shall we visit our math teacher tomorrow,yes i have not been in his house for several weeks when shall we start
yes i have not been in his house for several weeks when shall we start,how about eight o clock tomorrow morning
how about eight o clock tomorrow morning,all right see you tomorrow
so how long have you know jack,we go way back we ve known each other since we were toddlers
we go way back we ve known each other since we were toddlers,really you guys must be really tight
really you guys must be really tight,yeah we are buddy buddy still
yeah we are buddy buddy still,he seems sincere and trustworthy
he seems sincere and trustworthy,well he is but he can be conniving at times
well he is but he can be conniving at times,what do you mean
so can i trust him or what,well i think you should decide for yourself
well i think you should decide for yourself,but i need someone that i can count on for this job
do you have any plans for next sunday evening,no why
what from peter,oh of course
do you feel all right you look pale,all my joints seem to hurt and i have a terrible headache
all my joints seem to hurt and i have a terrible headache,have you taken your temperature
have you taken your temperature,no not yet but i do feel a little feverish
no not yet but i do feel a little feverish,how long have you been feeling this way
how long have you been feeling this way,only since this morning
only since this morning,oh probably you have been working too hard
oh probably you have been working too hard,maybe you are right
here comes the birthday cake,wow what a lovely cake
wow what a lovely cake,be sure to blow out all the candles in one puff
be sure to blow out all the candles in one puff,oh they all went out did you make a wish
oh they all went out did you make a wish,yes but i doubt if i get it i have never get it
yes but i doubt if i get it i have never get it,better luck this time
hello is that mark,how are you i have not heard from you in ages
how are you i have not heard from you in ages,i have been overseas so have you been busy lately
i have been overseas so have you been busy lately,pretty busy so are you back for good
pretty busy so are you back for good,yes i was just wondering when you would have time to go fishing
that sounds good i have missed you my friend,same here
happy birthday mary,thank you
thank you,here is a gift for you i hope you like it
here is a gift for you i hope you like it,what a lovely dog how did you know i love things like this
maybe you will not believe this but it was made by my grandmother,really it looks so nice
really it looks so nice,thank you please have a cup of tea
thank you please have a cup of tea,all right
all right,how about some fish
ok let me make a wish do you want a big piece of cake,no just a small one next let s sing happy birthday to mary
no just a small one next let s sing happy birthday to mary,it is so very kind of you i am so moved by you
oh you are engaged what a beautiful engagement ring who to,of course mike who else we fell in love at first sight
of course mike who else we fell in love at first sight,when s the wedding going to be
are you having a big wedding,yes i have always dream of having a big wedding
yes i have always dream of having a big wedding,but what do you say about that
then i will take them how much,the small gift box is complementary
the small gift box is complementary,here is keep the change
here is keep the change,thank you have a nice day
thank you have a nice day,you too bye
how do you like your job here linda,it s interesting i like being an editor
it s interesting i like being an editor,why
why,i like talking to writers i get to meet a lot of interesting people
thanks to your help to our friendship,bottoms up by the way what kind of entertainment are we gonna have
bottoms up by the way what kind of entertainment are we gonna have,dancing the boys from the campus band have promised to play music for us
dancing the boys from the campus band have promised to play music for us,oh how wonderful every girl on the campus has a crush on those handsome guys
oh how wonderful every girl on the campus has a crush on those handsome guys,i will surely make introductions for them
we do not,no tipping now that is what i call a civilized system
it s delicious,what sort of western food do you like best
what sort of western food do you like best,i like beefsteak very much have you tried chinese dishes
i like beefsteak very much have you tried chinese dishes,i find the chinese dishes wonderful
my wife and i did not used to spend this much money,what is changed
what is changed,my wife has been pregnant for months
my wife will be going back to work soon,you should have more money then
you should have more money then,yes we will need milk powder and bassinet
how was the party yesterday,did you enjoy it
so how long did you stay,i left after the opening dance i could not wait to get out of there
it gives me great pleasure to introduce mr eh mr,miss
miss,yeah may i introduce mis eh miss
yeah may i introduce mis eh miss,my name is jane brown
my name is jane brown,oh yeah would you please welcome miss jan brown
may i have your attention please,would you please be quiet ladies and gentlemen
would you please be quiet ladies and gentlemen,well my speech is not very long would you please
well my speech is not very long would you please,quiet everybody
oh hi i am barbara johnson nice to meet you,i am sorry what is your name again
i am sorry what is your name again,barbara but please just call me barb
barbara but please just call me barb,so barb what do you do
so barb what do you do,i am studying medicine
i am studying medicine,really where
really where,at harvard what about you
at harvard what about you,i am an engineer at ibm
i am an engineer at ibm,oh are you that sounds interesting
oh are you that sounds interesting,yeah i like it hey it looks like the food is ready
yeah i like it hey it looks like the food is ready,good i am starving
hey rose how are you feeling,much better today
it s a girl,can i hold it for a moment
can i hold it for a moment,sure she is a peaceful child
sure she is a peaceful child,oh how adorable she is got your eyes
oh how adorable she is got your eyes,so they say
so they say,when are you returning home
i heard rose is pregnant i hope it will be a boy this time,i hope so too rose and her husband have been wanting a boy so much
but baby girls are just as good and just as fun as baby boys,i agree with you but you know how old fashioned the elders are
hello,hello may i speak to mark please
hello may i speak to mark please,sure just a minute mark you are wanted on the phone
sure just a minute mark you are wanted on the phone,hello this is mark speaking
hello this is mark speaking,hi this is jill how come you did not come in today
that is too bad you ll have to be more careful nest time,anything new at the office
that is wonderful we have got to celebrate,yes we have to do you think you can make it tomorrow
so paula where are you from,i am from canada originally
i am from canada originally,from canada where were you born
from canada where were you born,montreal
montreal,when did you come to los angeles
when did you come to los angeles,we moved here when i was fourteen
we moved here when i was fourteen,did you go to school here
did you go to school here,well i went to high school here but i went to college in texas
well i went to high school here but i went to college in texas,did you get a job right after graduation
when was that,let s see that was about six years ago
let s see that was about six years ago,i bet that was interesting what did you do there
i want to say goodbye to everyone,you re leaving so soon when are you off
you re leaving so soon when are you off,i m catching the nine fifteen train tomorrow morning
i m catching the nine fifteen train tomorrow morning,how about i come and see you off
how about i come and see you off,you really don t need to
you really don t need to,ok i ll miss you i hope we can see each other again soon
ok i ll miss you i hope we can see each other again soon,i hope so too thank you lily thank you for everything
i hope so too thank you lily thank you for everything,you re welcome
you re welcome,please say goodbye to the rest of the family for me
please say goodbye to the rest of the family for me,ok take care i hope you have a good journey
ok take care i hope you have a good journey,thank you remember to look me up if you re ever in washington
thank you remember to look me up if you re ever in washington,of course i will
of course i will,goodbye then thanks again for everything
that s too bad,thank you for your hospitality
thank you for your hospitality,thanks for coming
great idea i m looking forward to it see you then,well i really do have to go
well i really do have to go,good night then
good night then,see you tomorrow
hi martin i ve been looking for you all morning,what s up
what s up,i want to say goodbye i m leaving for america tomorrow
i want to say goodbye i m leaving for america tomorrow,america did you get admit to mit
america did you get admit to mit,yes
yes,congratulations susan i m so happy for you
congratulations susan i m so happy for you,thank you
thank you,really going to miss you
ok take care have a nice journey,thank you
thank you,look after yourself bye
look after yourself bye,bye
how do you do i m mark rancor,nice to meet you
nice to meet you,may i know your name please
may i know your name please,i m rose teller i think i ve seen you somewhere before
i m rose teller i think i ve seen you somewhere before,ah yes i remember now were you mr john s dinner partner last month
ah yes i remember now were you mr john s dinner partner last month,yes i was you work for m right
yes i was you work for m right,i did but now i m for microsoft how are things with you
i did but now i m for microsoft how are things with you,good
good,may i know what you do
sure that would be great good luck,thank you
have you ever been to japan i am going in the fall,yeah i have been there twice
yeah i have been there twice,really tell me about it what is it like
really tell me about it what is it like,oh it s fantastic
oh it s fantastic,where did you go
what did you think of tokyo,very big and exciting but very crowded too
very big and exciting but very crowded too,yeah i have seen pictures of the crowds
yeah i have seen pictures of the crowds,and the restaurant are excellent but they are kind of expensive
and the restaurant are excellent but they are kind of expensive,and how about kyoto
kathy how are you it s been ages what are you doing these days,i just opened my own restaurant i am also head chef
i just opened my own restaurant i am also head chef,you are kidding you have always hated cooking
you are kidding you have always hated cooking,well i used to hate cooking but now i love it
well i used to hate cooking but now i love it,when did you change your mind
i still can not believe it so did you go to cooking school or something,yeah i went to california to study
yeah i went to california to study,really how long did you stay there
really how long did you stay there,i was there between and
i was there between and,and what did you do after that
and what did you do after that,then i came back here i worked for about three years to get some experience
so what do you think how do you like new york,i am having a great time i love it i am glad we came
i am having a great time i love it i am glad we came,yeah i really like the stores and the shopping
yeah i really like the stores and the shopping,i love the museums too
i love the museums too,but the traffic is pretty bad
but the traffic is pretty bad,yeah i hate all this traffic it s really noisy
i can not stand making decisions you choose,ok let s go american where is the nearest mcdonald s
hello ann is that you,yes it is hi tom it s a real surprise to see you here
yes it is hi tom it s a real surprise to see you here,it s been a long time what is new
it s been a long time what is new,nothing much what about you is everything going well
nothing much what about you is everything going well,not bad i guess i just got back from hawaii
not bad i guess i just got back from hawaii,how was it
sorry i have got a meeting in half an hour,ok i will not keep you then
ok i will not keep you then,great it s good to see you goodbye
great it s good to see you goodbye,yes stay in touch bye
yes stay in touch bye,give me your email would you
give me your email would you,sure it s txyb gmail com
i really should be on my way,oh don t go yet let s at least have one more
oh don t go yet let s at least have one more,no thank you i can t
no thank you i can t,it s too bad that you have to leave so early
it s too bad that you have to leave so early,thank you very much i had a really good time
thank you very much i had a really good time,thanks for coming we should meet again sometime soon
anytime you can reach me,ok got it i ll call you sometime next week
ok got it i ll call you sometime next week,fine
fine,it s time to go and i hope we can get together again soon
it s time to go and i hope we can get together again soon,i hope so too bye ben
good morning mike,morning sally what is up you seem in a hurry
morning sally what is up you seem in a hurry,i am having an exam at nine it s already eight thirty
i am having an exam at nine it s already eight thirty,do not worry i will drive you
do not worry i will drive you,thank you very much
thank you very much,how are your cases coming along
yes it s only eight forty thanks so much,you are welcome good luck bye
you are welcome good luck bye,have a nice day bye
welcome to our university s fifties anniversary sir please have a seat,thank you wow your school has so many honors congratulations
thank you wow your school has so many honors congratulations,thank you
excuse me,let me show you the way please follow me
let me show you the way please follow me,thank you very much it s very kind of you
thank you very much it s very kind of you,my pleasure
my pleasure,this is it
and what is montreal like what did you think of it,montreal is more exciting it has better shopping the stores are cheaper and more interesting
montreal is more exciting it has better shopping the stores are cheaper and more interesting,which one has better nightlife
well rose,is there something you need
is there something you need,are your free this weekend
are your free this weekend,yes i have nothing to do
yes i have nothing to do,great is it convenient if i visit you this weekend
great is it convenient if i visit you this weekend,i beg your pardon
really well ok you are welcome,is pm a good time for you
is pm a good time for you,hmm how about seven i can treat you to dinner
hmm how about seven i can treat you to dinner,sure that would be great i will bring the wine
sure that would be great i will bring the wine,ok then i will be expecting you
ok then i will be expecting you,i will be there on time
i can not stand the stupid guy any longer it s unbelievable,oh my dear lady take it easy you should forgive a green hand like him
oh my dear lady take it easy you should forgive a green hand like him,he does everything so mindlessly that he is going to drive me crazy
he does everything so mindlessly that he is going to drive me crazy,i suggest you talk with him and teach him how to deal with the problems
maybe you should communicate with him like a friend and not a boss,oh i always have difficulty in getting along with the staff
billy you are late again,i am sorry i am late i overslept is the manager here today
i am sorry i am late i overslept is the manager here today,yes he s in his office
yes he s in his office,oh i hope he did not notice me
hello kevin i hate to do this but i have to cancel our appointment,oh no why i was looking forward to seeing you at my new place
no problem call me when you get back,i should have some free time next week say next wednesday evening
yeah i am expecting to come back on tuesday,great that is settled then
great that is settled then,ok
you know the phrase the survival the fittest we have no choices,that is right i have to work hard
jane i was wondering if you you had any plans for saturday afternoon,a friend and i are planing to go out why what is up
i am afraid i can not i am going to be out all day,what about sunday
what about sunday,i wish i could but it s my mums birthday
i wish i could but it s my mums birthday,maybe next week
hi alice what are you doing this sunday,nothing really why what s up
sounds great i d very much like having something thanks when,around six pm
no thank you i can handle it but thanks for the offer,ok i will see you again
ok i will see you again,great i have a good day thanks again for the offer
i hear that tom got divorced and i don t know how he is now,out of sight out of mind
out of sight out of mind,who do you mean
who do you mean,don t you know they have had little affection for each other
i hear that mary got mad,so i heard
so i heard,what s wrong with her
what s wrong with her,she went over the edge after her son was killed in an accident
it s a typical of them to do so,what can we do
hi charles i want you know that i finally found an apartment in haitian,you did that is great
no i am free i will be there what time the thing starting,around seven
around seven,ok great should i bring anything
sure i will be happy to bring a few what is the address,do not worry i will come to pick you up at about six thirty
do not worry i will come to pick you up at about six thirty,got it
betty was in hospital,i know that i met her last week and she looked as pale as death
i know that i met her last week and she looked as pale as death,she suffers from cancer
she suffers from cancer,that s too bad she s been so kind to us all
that it easy they get caught before they come here,stop your nonsense quick let s leave the place
he can repair cares i cannot believe it,believe me he is the first class
hi kenji,hi debbie have a seat how s it going
hi debbie have a seat how s it going,i am ok how are you doing
i am ok how are you doing,pretty good listen have you heard about the new thai restaurant over on university avenue
pretty good listen have you heard about the new thai restaurant over on university avenue,do you mean the bangkok
sure i would love to,great i will call and make reservations
all right i will call you tonight and tell you the time,great talk to you then
hello could i speak to justin please,speaking
speaking,oh hi justin this is karen hepburn we met at chris and jim s party
oh hi justin this is karen hepburn we met at chris and jim s party,of course how are you
i am sorry karen but i can not i have to work late this thursday,oh that is too bad
oh that is too bad,yeah i really like lesley
that sounds perfect and let s go out for coffee after the show,sure
sure,see you at seven fifteen saturday
i feel life is meaningless without him,cheer up you have got me at least
my mother likes to split hairs,what do you mean by that
what do you mean by that,she has keen to buy something which is much cheaper
she has keen to buy something which is much cheaper,mothers like that
i am tired of everything in my life,what how happy you life is i do envy you
the reason is that he once was bitten by a dog,no wonder
we must set dollars aside each month,why
why,we are going to buy our own house
we are going to buy our own house,really congratulations
you are in love with mary right,you are pulling my legs
you are pulling my legs,i am not blind anyone can see that with half an eye
look out your tea water is running over,oh would you please turn off the fire my hands are sticky with the dough
oh would you please turn off the fire my hands are sticky with the dough,sure
sure,thanks
john passed away,when i saw him well last month
i don t know why i married him,what is the matter
what is the matter,he never see eye to eye with me
he never see eye to eye with me,that is to say love is blind
are you telling us a lie again,i will be hanged if i lying
i will be hanged if i lying,all right but what was the trouble
all right but what was the trouble,my car run out of petrol
your face is so red you must running a temperature,i have a severe headache now
i have a severe headache now,please go to see a doctor
please go to see a doctor,would you like to go with me i m afraid of the hospital
mary and i decided to ring the curtain down on our love affair,what you have been in love for six years haven t you
what you have been in love for six years haven t you,don t make a fuss many people divorce after having living together for many years
don t make a fuss many people divorce after having living together for many years,what a pity
you seem to be unhappy what happened,my mother is ill in the hospital
my mother is ill in the hospital,what does the doctor say
what does the doctor say,the disease fails to respond to drugs
don t do that again you are riding the tiger,no problem i can deal with it well
no problem i can deal with it well,you will ask for it
you will ask for it,all is best now isn t it
jenny is going to marry another man next month,yes i know
yes i know,but how can you be so calm you loved her so much
have you met john recently,i saw him last week it seems he was a bit queer in the head
i saw him last week it seems he was a bit queer in the head,yes he has been like that since his accident
yes he has been like that since his accident,what a pity
mary i heard you moved again,yeah i could not stand living here there is always much noise in the neighborhood
yeah i could not stand living here there is always much noise in the neighborhood,you mean noise how could it be
mike promised to help us,mike how can you trust him to help us
mike how can you trust him to help us,why not
mary is such a cautious girl,what do you mean by cautious
what do you mean by cautious,she never puts words into her mouth she only repeats the opinions of others
she never puts words into her mouth she only repeats the opinions of others,thats a clever way to escape responsibility
he told the police that ted was the murderer,he is playing hob with the fact
he is playing hob with the fact,why do you say so
why do you say so,because he stayed with me all the time that night
do you know that mary an ben have already separated,yeah i know
we quarreled yesterday and he picked up and left,terrible does he want to divorce
terrible does he want to divorce,i am not sure
i am not sure,don t lose your reason go to find him and talk with him
i have no idea about what to do next,maybe you can pick mary s brains now she knows a lot about stocks
maybe you can pick mary s brains now she knows a lot about stocks,let me have a try
i want to try my hand at the stocks,it is very hard you know
it is very hard you know,don t worry i know there are no pennies from heaven i will work hard
don t worry i know there are no pennies from heaven i will work hard,good luck
but i put my foot down and insisted on her forgetting that,how could have the heart to do that she needs warmth and help
he is penny wise and pound foolish,why do you say so
who broke the glass peter,that cat
that cat,i was not born yesterday it must be either you or adam
i was not born yesterday it must be either you or adam,it s me mum i am sorry
he thought he could take jimmy in but you know jimmy is no fool,so
you mean finally henry bought the broken car himself,exactly herry is almost broken now
crossed cousin marriage is not allowed in china,it it true of many countries
it it true of many countries,you know why
can you believe that susan got married,really i remember she said if she would remain single is the man very rich
really i remember she said if she would remain single is the man very rich,no that s what is surprising me
no that s what is surprising me,you means she didn t marry a rich man
you means she didn t marry a rich man,he s a postman
he s a postman,i thought she would marry a fortune
in my opinions someone else has caused the fire of this house,who do you think that has the motive
who do you think that has the motive,i m not sure now in any case let s first make some careful investigations
i m not sure now in any case let s first make some careful investigations,ok murder will out
ok murder will out,yeah
how are you going all these days,fine thanks
fine thanks,but you look depressed
but you look depressed,i have some problem with my work
i have some problem with my work,is it serious
is it serious,i can solve it thanks
i can solve it thanks,how about your family
then why not keep away from him,the problem is that i just have no one to turn to right now
the problem is that i just have no one to turn to right now,that s stupid
i hear the school is very modern it has the best equipments,yes do you know its name
yes do you know its name,she said she would name it after her father
she said she would name it after her father,oh i think she wants to do this thing in memory of her father
i always feel i m left high and dry with nobody to rely on,don t be fool i ll always side with you
don t be fool i ll always side with you,i appreciate your kindness
what do you think of frank,he is all right but i think he seems to have no back bone
he is all right but i think he seems to have no back bone,why do you say that
why do you say that,whatever things get tough he gives in
susan has got married,really how do you know that
really how do you know that,her marriage was a hole and corner affair
her marriage was a hole and corner affair,why that s good news but no one knows it
why that s good news but no one knows it,i have no idea maybe she didn t want to let us so
have you ever noticed that serious pollution in modern cities goes from bad to worse,you said it we er breathing poisonous air every day
can t you remember the days when you had the hots for me,you tried to seduce me i fell for you
you tried to seduce me i fell for you,by the way are you going to the concert tomorrow
by the way are you going to the concert tomorrow,i am just thinking of it maybe i ll go
the murderer was sentenced to life imprisonment,it s severe punishment i think
it s severe punishment i think,yeah because he just killed a man in cold blood
yeah because he just killed a man in cold blood,no wonder
i don t dare to look after the children now,why
i heard tom was caught stealing something again in the supermarket,really he deserves it they should teach him a good lesson
what happened to your brother,it seems that he has gone ape over the girl
it seems that he has gone ape over the girl,your parents must be worrying about him
have you talked to him,yeah but he just didn t listen
i m sure you never dare to go against your wife,why should i go against her she always seems to have better ideas
why should i go against her she always seems to have better ideas,have you ever got the goods on her for wrong doings
i want to give our kitchen the works,why i think it s convenient and good
i heard you are busy with your new house now,yeah i want my own house very much so i decide to buy one
yeah i want my own house very much so i decide to buy one,let meet this right do you want to buy the house
let meet this right do you want to buy the house,yeah this is a big house with a garden i like it very much
yeah this is a big house with a garden i like it very much,but it is far from downtown living here is very inconvenient
but it is far from downtown living here is very inconvenient,it is very quiet and peaceful this is what i want
mary has really gotten under my skin,i know what love it when i was young i felt the same way
i know what love it when i was young i felt the same way,i think i m crazy about her
i think i m crazy about her,you are why not ask for a date
the government has to face a lot of social problems now,i think it is unemployment that gives rise to such social problems
i think it is unemployment that gives rise to such social problems,but it is very difficult for any government to handle it efficiently
but it is very difficult for any government to handle it efficiently,you are right
i am very proud of john,me too no one has expected he can really get somewhere with his business
me too no one has expected he can really get somewhere with his business,but he has suffered a lot
when i was a little boy i had a dream of becoming a lawyer,your dream comes true now
your dream comes true now,yes i knew i would make it
yes i knew i would make it,you are really confident
mr brown is in hospital again,is he he s never been healthy
is he he s never been healthy,when i went to see him yesterday he looked rather pale
when i went to see him yesterday he looked rather pale,i m afraid he won t make old bones
she lives a happy life after marriage,we all know that her husband always make a fuss of her
we all know that her husband always make a fuss of her,lucky her
the last thing i want to see is to lose face before my friends,that s really unbearable
that s really unbearable,but you know things cannot always go as you expect
but you know things cannot always go as you expect,so get prepared for everything
it was really hard for our parents to save money when they were young,most people were living form hand to mouth how could they
most people were living form hand to mouth how could they,yeah they simply had no extra money to save up or for other things
yeah they simply had no extra money to save up or for other things,fortunately things are changing these years
do you know that jack got divorced last month,for what reason
for what reason,jack always lives by his wits and he cannot support his family
jack always lives by his wits and he cannot support his family,he had better make a change
there are not so many people like you,you are flattering me
he was hauled up last week for the second time,you mean he had been put in prison before
you mean he had been put in prison before,of course he is a man with a history
of course he is a man with a history,oh he had fooled me
i hated the hand me downs to wear when i was a kid,that s understandable every kid likes new clothes
that s understandable every kid likes new clothes,it was not just that i didn t like them because they never fitted me
where are you going,i m going to the hospital
i m going to the hospital,what s the matter
what s the matter,professor wang was hurt in a traffic accident
professor wang was hurt in a traffic accident,that s too bad how are things now
that s too bad how are things now,his life is hanging by a thread and he is under an emergency treatment
but he still does not come back,maybe he is on the way home now
our national economy is increasing hand over fist,that s really a good phenomenon to see
that s really a good phenomenon to see,i hope it ll continue for a long time
have you met john,yeah he came back from america last week
it is time to butter him up,what do you have to do to grease the palm of him
what do you have to do to grease the palm of him,i don t know let me see
i don t know let me see,you can go and ask your father
you mean i should please her by following her suggestion,yeah love me and love my dog
do you know that mary s marriage is on the rocks,really i ve never heard of it
really i ve never heard of it,i saw her husband have it out with her yesterday
i saw her husband have it out with her yesterday,i think mary must be sad because she loves her husband very much
tom and helen got married at last,how did you know that i heart tom s father didn t agree with that
how did you know that i heart tom s father didn t agree with that,i was invited to attend their wedding
that s right but i have bothered him several times,i bet he will come
do you think people still have faith in the government,i don t think so
i don t think so,why is that
why is that,the government will never fulfill their promise
the government will never fulfill their promise,so it is no wonder people cannot keep faith with it
john has some trouble in his life,i hear that his father died
he is planning again,yeah but whatever the planes are he always has an eye to money
yeah but whatever the planes are he always has an eye to money,that is him
where can i get the information kate,ask john he is sure to know about it
ask john he is sure to know about it,why
why,he has a finger in the pie
what are you worrying about,i am worrying about my husband
i am worrying about my husband,where is he is he in danger
uncle have a heart please lend your new car to me only once,where are you going
where are you going,i have a big date tonight
i have a big date tonight,you have got a car haven t you
you have got a car haven t you,oh please only once lend your new car to me
are you have a hand in locking into the case,yes
yes,how do you feel about it
mike has changed much after marriage,yeah he s almost become a slave his wife is leading him by the nose
yeah he s almost become a slave his wife is leading him by the nose,it s unbelievable he used to be such a rough guy
there was something wrong with the plane last thursday,which flight
which flight,flight fortunately there were few passengers
flight fortunately there were few passengers,how about the passengers
how about the passengers,well all the passengers and crew members landed on their feet finally
i will never forget linda after all she was my first lover,i think you ll lay it to rest with the time flying
more and more women don t want to stay at home and keep house now,this is the result of women s liberation
i ll be away for a moment,yes anything i can do for you
have you finished your work,not because i m keeping an eye on the baby
not because i m keeping an eye on the baby,where is the baby s mother
old dyson looks as if he maybe kick the bucket any day,why do you say that
why do you say that,i ve ever seen a living being looked so thin
hi peter i m afraid i can t make it to dinner tomorrow night,oh why not
i hear you and james are engaged at last,yes we are
yes we are,when are you getting married
when are you getting married,in the spring
in the spring,oh lovely where s the wedding going to be
oh lovely where s the wedding going to be,well we are not sure yet probably in st albans
well we are not sure yet probably in st albans,oh yes your parents live there do not they
oh yes your parents live there do not they,yes that is right
yes that is right,where are you going to live after you are married
where are you going to live after you are married,we are going to buy a flat or a small house somewhere in south london
we are going to buy a flat or a small house somewhere in south london,are you going to give up your job
are you going to give up your job,yes probably but i may look for another one when we are settled in
hi walter,hi sterling
hi sterling,what do you think of our new teacher
what do you think of our new teacher,professor wood i think he is a brilliant scientist
did you bring some lunch with you,yes i packed it myself
yes i packed it myself,wow that looks beautiful
wow that looks beautiful,it s my health conscious lunch good for my health and beauty
it s my health conscious lunch good for my health and beauty,i might try it myself
hi bob how are you doing,fine how are you
fine how are you,i am fine too thank you
