questions,answers
i am chinese by birth,where is your domicile place
do you move a lot,no i do not
very few unfortunately,how was your game today
what is your name,my name is sam
my name is sam,how are you sam
how are you sam,i am fine thank you
i am fine thank you,where are you from sam
where are you from sam,i am from england
i am from england,what is your job
what is your job,i am a bank manager
hello steven congratulations,thank you
thank you,how s your married life
what is in it,have a guess
have a guess,a necklace
a necklace,no
no,i have no idea
i have no idea,open it now
hi happy new year,hey the same to you
what is it,open this card and read
how did your vacation go,i traveled the three gorges
i hate computer games,why they are fine
how s your married life,we are happy together now
i like to stay here,why
never,really
where did you go yesterday,i went to croydon
i went to croydon,did you go shopping
i would not say so,what do you mean
france is he crazy,what do you mean
happy birthday mary,thank you
all right,how about some fish
cheer,cheer
cheer,so what time tomorrow
where to meet,in the market
in the market,ok bottoms up
ok bottoms up,bottoms up
bottoms up,it s on me
ok goodbye,see you later
are you free tomorrow night,yes i am
yes i am,shall we have dinner together
how come,i do not know
it can not be true,take my word for it
have you fallen in love,yes at first sight
which one,the tallest one
no she has not,great thank you very much
that is right,how old is she
what does she look like,well
well,pretty is she
pretty is she,yes quite pretty
have you got the ticket,yes i did
yes i did,what time are you going
what time are you going,at o clock
i booked a table yesterday,what is your name please
what is your name please,smith
eight,what time
sure what time,eight o clock tomorrow evening
eight o clock tomorrow evening,for how many people
for how many people,ten
ten,western food or chinese food
western food or chinese food,chinese food
no snakes please,how about drinks
how about drinks,mao tai and qingdao beer
for how many guests please,six
davis,thank you mr davis
we will try our best,thank you
very interesting,what do you suggest then
oh yes it is,shall i light the stove
shall i light the stove,that is a good idea
yes very good,what advantages does it have
is the service charged,no it s free
sure,tell me then
tell me then,bbs means bulletin board service
a lot of things,tell me in details
i need your help bob,what is the matter
no why,there s a typhoon coming
there s a typhoon coming,no way
it ended in a tie,what was the actual score
what was the actual score,it was three all
what date is it today,today is december
hey what is up,oh nothing
oh nothing,what were you writing
speaking who s calling please,hi mary this is tom
that is too bad,maybe some other time
fine just fine thanks,doing anything for lunch
merry christmas,the same to you
the same to you,are you doing anything special
have a nice weekend,thanks you too
thanks you too,do you have any plans
no thanks i am full,another piece of meat pie
how about the dessert,ice cream please
congratulations on the new house,thanks we love it
candlelight in the window,should we go see it
you look so young,really thank you
do you have clubs,no can i rent clubs
yeah,who won
who won,china
china,what was the score
what was the score,china beat brazil to
china beat brazil to,wonderful
how did you like it,it s fantastic
it s fantastic,why did you go there
why did you go there,i went there on business
yes a lot of friends,you must have enjoyed yourself
no just occasionally,what is your favorite dance
really where did you go,we went to europe
just tell her off,yes great
well it s thursday today,and the date please
and the date please,the th
what time do you have,a quarter past five
certainly,thank you very much
you really are lucky,yeah i know
see you then,ok bye
i would love to thanks,when will you be convenient
when will you be convenient,any time will suit me
any time will suit me,are you doing anything tomorrow
are you doing anything tomorrow,i am free tomorrow
yes i have,when
when,ten days ago
yes he will,that is fine
certainly,when will you be free
when will you be free,come by any time
i would like to where,at our club
at our club,when
when,at p m
what is wrong with him,he has a fever
he has a fever,is he getting better now
is he getting better now,i think so thank you
do you like him,yes i do like him
yes i do like him,then why are you hesitating
they are my family,so you have two brothers
ok they begin to register,it s time i left
is it difficult to learn,no it is easy
no it is easy,how should i do
how should i do,you just follow me
ok settled then,see you tomorrow
see you tomorrow,see you
good,what time should i arrive
what time should i arrive,how about
how about,fine see you then
do you know why,i have no idea
i will think about it,is that your new bicycle
is classical music your favorite,yes what about you
hello,hi
hi,how are you
good do you speak english,a little are you american
a little are you american,yes
yes,where are you from
where are you from,i am from california
i am from california,nice to meet you
nice to meet you,nice to meet you too
how does sound,fine see you later
john,you speak english very well
you speak english very well,thank you
sure it s pm,what did you say
what did you say,i said it s pm
i said it s pm,thanks
thanks,you are welcome
hi sarah how are you,fine how are you doing
fine how are you doing,ok
do you know that song,which song
which song,the song you hear now
i would love to,let s say about
let s say about,that is ok with me
are you ok,yeah why not
what day is today,it s thursday i think
guess who i saw yesterday,i do not know who
i do not know who,avril lavigen
i m down in spirits,what is up
i would love to,which day would suit you
which day would suit you,any day except tuesday
any day except tuesday,how about thursday
ok where and when,in my staying hotel
i would love to,let s say about
let s say about,that is ok with me
how does sound,fine see you later
hi mark,hi
yes when,is am ok
ok how about pm,ok where
oh where is that,it s on th street
what is the temperature today,it s about degrees centigrade
what is wrong with him,he has a bad cold
hi nice to meet you,nice to meet you too
i am a doctor,oh where do you work
i am a teacher,what do you teach
what do you teach,i teach english
i teach english,where
how s the weather today,it s hot
how about tomorrow night,ok what time
ok what time,is pm all right
it s supposed to rain,i really hate this weather
what is the weather today,it s fine today
what is today,thursday
small please,here you are
here you are,thanks
thanks,you are welcome
it s by my watch,is your watch right
ok when,at o clock
at o clock,in the morning
in the morning,no at night
how about pm,that is fine
that is fine,ok see you then
ok see you then,alright bye
by how many minutes,two
joseph who is that woman,that is susan
she is a lawyer,is she american
oh that is matt,he is really good looking
he is really good looking,yeah
yeah,do you know him
is he married,yes he is married
yes,where did you learn
where did you learn,i learned in college
i learned in college,you speak really well
you speak really well,thank you
weeks,is your wife with you
about dollars,that is no problem
oh when does it close,it closes at on sundays
it closes at on sundays,that is too bad
where does she live,she lives in san francisco
what are their names,jack and stephanie
jack and stephanie,how old are they
how old are they,stephanie is and jack is
stephanie is and jack is,are they in school
what does stephanie study,she studies english
she studies english,is she here now
is she here now,no she is at school
can you believe me,sure
sure,please count on my love
please count on my love,i will
yes why,nothing i am just asking
i went shopping,did you buy anything
pop it s maria carey,when is it
when is it,at p m tomorrow night
well how about friday then,that sounds fine
yes i can,what does the notice say
what does the notice say,it says wet paint
just the two of you,yup
yup,where did you go
where did you go,true a sea food restaurant
true a sea food restaurant,true the food is terrible
i want to say,say it what is it
i really love you,no i shall faint
hello tom,hello steven
hello steven,how are you doing
how are you doing,not bad what about you
how is your family,pretty fine thanks
pretty fine thanks,where are you going now
ok see you next time,see you
yes he was then,he looked his age
nice to meet you too,where are you from
i am moblogging,moblogging what does that mean
even her mother,yes even her mother
yes even her mother,what is her personality like
what date is it today,why
ben cancelled his trip,how come
please be careful next time,i will thank you
welcome to china paula,thank you
let s keep in touch,sure let s goodbye then
he is a captain,he must be very brave
he must be very brave,exactly
he was years old then,how old is he now
how old is he now,he is over sixty
after you,no after you ladies first
julia are you free tonight,what is up
what time should we meet,how about seven
how about seven,all right
merry christmas linda,merry christmas lee
you can never do that,why
good morning kevin,morning lee how are you
morning lee how are you,very well thank you
all right see you tonight,see you
what day is that,it s friday
it s friday,good where shall we meet
table tennis,do you play table tennis
what is your favorite pastime,fishing it s great fun
what are your hobbies,sports
sports,like what
like what,basketball and swimming
hello can i sit here,yes
hi my name is jessica,nice to meet you
you said it,problems are inevitable
he will burn his fingers,if only he knew it
how old were you,i was seventeen
mary likes mountain climbing,what no kidding
did she accept it,no way to know
is there any clue,no he left nothing
who s playing,it s the powell orchestra
is it stimulating,yes i got very excited
they have moved to chicago,why
her acting is ok,i mean her personality
that was a nice funeral,yes dad it was
what is your email address,it s bulldog
yes,no that is incomplete
no that is incomplete,what do you mean
what do you mean,what is your mailing address
what is your mailing address,cherry drive pasadena ca
cherry drive pasadena ca,that is correct
that is correct,so what is the problem
i hate to go outside,me too
i meet too many jerks,i agree
rude people are everywhere,but what can you do
but what can you do,you can yell at them
who wrote it,mario puku
okay it looks like rain,why do you say that
why do you say that,the sky is gray
the sky is gray,is it raining right now
is it raining right now,no
no,how do you know
how do you know,the street is not wet
why would i do that,because men like to cheat
i go to pcc,do you like it there
good luck with school,thank you very much
hi victor how are you,oh i am fine
turn on the air conditioner,it does not work
it does not work,what happened
what happened,i do not know
i do not know,did you call the repairman
did you call the repairman,of course
of course,when is he coming
oh where do you work,in a fast food restaurant
in a fast food restaurant,which restaurant
which restaurant,hamburger heaven
i like rock a lot,who s your favorite group
hello chandler how are you,fine and you
people are funny,they sure are
what race is he,they did not say
hello i am jason,hi my name is dolma
hi my name is dolma,nice to meet you dolma
nice to meet you dolma,good to meet you too
of course,could not be better
you mean lily s boyfriend,yeah
about four years now,well it is very beautiful
what are you majoring in,i am studying international communications
so do i,have you graduated from college
how is everything going on,fine
fine,you look prettier than before
you look prettier than before,really thank you
it s boring right,sure
not bad thanks,good see you
good see you,bye
i like spring,why
what happened,i do not know
do not waste time,i am curious about that
spring,how about summer
how about summer,i dislike it most
i dislike it most,why
look at the cloud,it s going to rain
it s going to rain,let s go quickly
it s very expensive right,yeah
today,today
today,yes
very much what time,about
i have an idea,what is it
i am going to study,on a friday night
have you seen that house,yes it looks interesting
she can not answer you,she must be deaf
come off it,you want a bet
you want a bet,why not
sink,oops i meant think
lisa i am home,how was your day
pardon,what university would you enter
oh i forget sorry,i went to harvard university
what about a factory tour,you mean visit a factory
good luck,thanks
good news,what is it
oh thanks a lot,what time are you leaving
what airline and what flight,pan american airlines flight
that is the plan,good luck
it is too bad today,what happened
sign what s sign,there on the window
you are mary right,how did you know
who,john smith the escaped criminal
who made the first move,i did
i did,wow
wow,it was no big deal
are you angry lisa,angry why would i be
lovely day is not it,oh yes beautiful
thanks cheers,cheers
what colour is it,it s red and black
what s it like,it s beautiful but crowded
sure bring enough films please,i sure will
coffee please,so you also like coffee
where are you going now,to the beach
that is right,when did you arrive here
when did you arrive here,last night
when is your birthday,august st
i do not believe you,it s true
it s true,you are funny
sure bring enough films please,i sure will
ok good luck see you,see you frank
my father failed in business,oh that is really tough
how have you been,fine thank you
i see i will try,good luck
sure what time,the film will start at
thank you,my pleasure
are you serious,yes i mean it
but i still love you,i m sorry
um,and a company car
and a company car,very nice
what happened john,nothing
nothing,why do you look unhappy
then what shall we do,call the police
take good care of yourself,thank you i will
you are dancing so well,you dance beautifully too
you mean lily s boyfriend,yeah
what is wrong with her,she is expecting
she is expecting,congratulations to you
congratulations to you,thank you
yes yesterday,good gracious that s incredible
good gracious that s incredible,she married jerrod
she married jerrod,you re kidding
i could not careless,would you rather stay home
would you rather stay home,whatever you say
i don t know,please think it over
please think it over,oh i see
he s nearly,good gracious are you sure
really i m surprised,me too
is this seat taken,no please sit down
no please sit down,thanks
that is fate,i feel sorry for her
next june,i can hardly believe it
i suppose i do,the climate here is pleasant
the climate here is pleasant,you said it
maybe,that is for sure
glasses,no
no,what about his hair
what about his hair,black or dark brown
black or dark brown,long or short straight curly
congratulations on your success,thank you
did not i,you know you did not
who did the stupid thing,maybe it was dick
congratulations,thanks
sorry i can t,tomorrow night then
no i d better not,why not
you re all set now,oh thank you so much
oh thank you so much,really it was nothing
really it was nothing,i really appreciated it
i really appreciated it,i was happy to help
yes that would be perfect,see you tonight then
what s it for,it s for a book
are you doing anything tonight,no nothing why
no nothing why,do you like western music
do you like western music,yes i do very much
hi how are you doing,everything s great and you
i wish he could too,how s your boy jack
good morning mary,good morning john
hello is this ann,yes it is kelly
yes it is kelly,yes it s me
yes it s me,do you have a cold
hello bessie,hello jack happy birthday
what is that,jenny is getting married
jenny is getting married,great who s the bridegroom
great who s the bridegroom,tom that lucky guy
who is the best man,guess
guess,nobody is ok but you
did you promise him,yes i did
coffee please,here you are
what from peter,oh of course
here comes the birthday cake,wow what a lovely cake
happy birthday mary,thank you
all right,how about some fish
how was the party yesterday,did you enjoy it
i am studying medicine,really where
really where,at harvard what about you
so they say,when are you returning home
that s too bad,thank you for your hospitality
thank you for your hospitality,thanks for coming
good night then,see you tomorrow
thank you,really going to miss you
thank you,look after yourself bye
look after yourself bye,bye
oh it s fantastic,where did you go
my pleasure,this is it
well rose,is there something you need
is there something you need,are your free this weekend
great that is settled then,ok
so i heard,what s wrong with her
oh that is too bad,yeah i really like lesley
sure,thanks
who broke the glass peter,that cat
ok murder will out,yeah
fine thanks,but you look depressed
is it serious,i can solve it thanks
i can solve it thanks,how about your family
i don t think so,why is that
yes we are,when are you getting married
when are you getting married,in the spring
hi walter,hi sterling
yes i packed it myself,wow that looks beautiful
yes may i help you,may i introduce myself
may i introduce myself,yes
he s nearly,good gracious are you sure
ok,do you promise
do you promise,of course
really i m surprised,me too
what re you doing now,i m watching tv
hi how re you doing,terrible
terrible,oh what s the matter
thank you very much,bye
sorry i can t,tomorrow night then
no i d better not,why not
i am so busy today,can i help you
i d appreciate that,please use the phone
please use the phone,thanks
just last week,how was it
yes that would be perfect,see you tonight then
do you like chocolates,it depends
it depends,do you like coffee
do you like coffee,um it s delicious
pardon,what university would you enter
oh i forget sorry,i went to harvard university
how re you today,pretty good thanks and you
did not i,you know you did not
where,at the gate
at the gate,when did you say
when did you say,round about seven
round about seven,who s coming
my father failed in business,oh that is really tough
what time dose it start,in about minutes
yes can i,do you really need to
is it important,yes do you mind
yes do you mind,you really have to
you really have to,yes will you let me
yes will you let me,i guess so
no we couldn t possibly,why not
well it looks very nice,thanks
how have you been,fine thank you
be seeing you then,see you
i m a doctor,really do you like it
i m a bus driver,oh do you enjoy it
three days,when will you be back
when will you be back,on friday
hello betty how are you,quite well tom and you
it s really very good,why do you say that
see you,see you
what is he doing,he is fixing his roof
how are you,fine
this is my friend jenny,what is her last name
what is her last name,it s snow
it s snow,what color are her eyes
what color are her eyes,they are blue
they are blue,what color is her hair
what color is her hair,it s brown
it s brown,how old is she
how old is she,she is
really what was the matter,you knew brain locker
she will be next month,that is truly amazing
you will,oh
how s your new car,perfect couldn t be better
what shall we do tonight,how about the cinema
hello is jack there,speaking
speaking,jack it s rose here
jack it s rose here,hi rose how s everything
good evening mr wu,good evening mr smith
have you seen that house,yes it looks interesting
she can not answer you,she must be deaf
okay bye,bye
good,would you like to come
would you like to come,do you mean this saturday
do you mean this saturday,yes this coming saturday
yeah that s too bad,well perhaps another time
good morning mr jones,good morning miss bell
good morning miss bell,nice to see you again
how is everything,just fine and you
just fine and you,quite well thank you
how are you these days,fine thank you and you
do you have any hobbies,yes i like collecting things
you mean used car,no ah single sellers
hello is that cathy speaking,yes is that you allen
yes is that you allen,yes how are you doing
yes how are you doing,not bad
ok see you,see you
good morning miss li,morning mike
who s playing,it s the powell orchestra
i failed my oral test,how come
how come,i am not practicing enough
are you married,no i am still single
are you married,yes is that so important
i like spring,why
it s boring right,sure
thank you,i am most grateful
i am most grateful,it was a pleasure
spring,how about summer
how about summer,i dislike it most
i dislike it most,why
oh i would rather not,why not
how about this weekend,yes i think so
how about saturday morning,sounds good
what did you buy,a new home health monitor
you are kidding,no joke
was it,sure it was
it does not matter bye,bye
a gold watch,do you like it
you re all set now,oh thank you so much
oh thank you so much,really it was nothing
really it was nothing,i really appreciated it
i really appreciated it,i was happy to help
what s it for,it s for a book
i couldn t careless,would you rather stay home
would you rather stay home,whatever you say
really congratulations,thank you paul
no i did not,sure
sure,quite sure
hmm good exercise uh,yeah absolutely
wow,do you like sports janice
uh what game,baltimore defeated texas by points
hi kate,hi don what a surprise
you can call a mover,how much dose that cost
how much dose that cost,around rib for a truck
wonderful,it s
who s that,it me susan taylor
right congratulations,thank you
can you believe the headlines,what are you reading
next june,i can hardly believe it
i suppose i do,the climate here is pleasant
the climate here is pleasant,you said it
have heard of paul,no what
no what,he is got a promotion
he is got a promotion,you are kidding
we scored six goals,i do not believe it
suit wrote me a letter,what did she say
tomorrow morning try it,no problem
you want to bet,yeah what t the bet
congratulations on your success,thank you
thank you,and how s your brother
and how s your brother,he is fine
morning tom,hi mary
i m sure i will,have a nice journey lily
have a nice journey lily,thank you david
how are you these days,fine thank you and you
good morning miss li,morning mike
yes may i help you,may i introduce myself
may i introduce myself,yes
i ve changed my mind,why is that
no it s my sister,how old is she
how old is she,she s
she s,she is tall
she is tall,yes she is
yes,and a white sports car
and a white sports car,um that s good
is this your new teacher,yes it is
yes it is,is she short
is she short,no she s average
no she s average,what color are her eyes
what color are her eyes,they re dark gray
they re dark gray,what color is her hair
what color is her hair,it s blond
it s blond,and how old is she
and how old is she,i don t know
what if i said no,ever hear of webtracker
hello michael,hello todd
i don t know,please think it over
please think it over,oh i see
that is fate,i feel sorry for her
do you have any hobbies,yes i like collecting things
how is aunty shirley,could not be better
could not be better,how has may been
sign what s sign,there on the window
spring,how about summer
how about summer,i dislike it most
i dislike it most,why
it s half past twelve,when do you have lunch
when do you have lunch,from one to two
from one to two,what do you normally eat
are you married,yes is that so important
yes we are,when are you getting married
when are you getting married,in the spring
where are you from,i am from germany
a little french,good
it s boring right,sure
who s playing,it s the powell orchestra
hello is that cathy speaking,yes is that you allen
yes is that you allen,yes how are you doing
yes how are you doing,not bad
ok see you,see you
when is your birthday,august st
do you often do exercise,certainly
says who,my parents
my parents,oh i see
oh i see,how about you daniel
today,today
today,yes
very much what time,about
i love running anything else,please change your clothes first
i know,why you make me confused
what is so special today,why
oh it s clive,wow good timing
come on two is company,so what
really he is my type,he is everybody s type
he is everybody s type,what position does he play
what are you reading,gee you scared me
nice to meet you too,please come in
of course bamboo,that is right
yes of course,so tell me about it
who is the director,steven spielberg another superstar
nice weather honey,the days are getting longer
take good care of yourself,thank you i will
yeah,are you sure
merry christmas,huh
what is wrong with her,she is expecting
she is expecting,congratulations to you
congratulations to you,thank you
really does mary know that,of course not
of course not,how silly john is
tomorrow morning try it,no problem
you want to bet,yeah what t the bet
ok i am tom,glad to meet you
i don t know,please think it over
please think it over,oh i see
what time is your appointment,it is at o clock
i wish he could too,how s your boy jack
hi alex,where have you been
it was hours,did you have a layover
did you have a layover,yes in paris france
who s it about,it s about bob dylan
it s about bob dylan,who is he
thanks charlie,no problem bob
who is cindy s husband,cindy s husband is ron
oh thanks a lot,what time are you leaving
what airline and what flight,pan american airlines flight
i m a doctor,really do you like it
i m a bus driver,oh do you enjoy it
it s really very good,why do you say that
how about seven,ok
ok,i will pick you up
i will pick you up,thank you
how are you,fine
good morning mr jones,good morning miss bell
good morning miss bell,nice to see you again
how is everything,just fine and you
just fine and you,quite well thank you
see you soon,bye
i suppose i do,the climate here is pleasant
the climate here is pleasant,they use said it
maybe,that is for sure
have you heard of paul,no what
no what,he is got a promotion
he is got a promotion,you are kidding
next june,i can hardly believe it
no we couldn t possibly,why not
hi how re you doing,terrible
terrible,oh what s the matter
thank you very much,bye
really i m surprised,me too
have you seen that house,yes it looks interesting
she can not answer you,she must be deaf
my father failed in business,oh that is really tough
really that is wonderful,thank you for your warning
thank you for your warning,not at all
not at all,be careful of yourself
see you,see you
really what was the matter,you knew brain locker
dark blue,how old is she
how old is she,twenty
this is my friend jenny,what is her last name
what is her last name,it s snow
it s snow,what color are her eyes
what color are her eyes,they are blue
they are blue,what color is her hair
what color is her hair,it s brown
it s brown,how old is she
how old is she,she is
guess who i saw yesterday,who
well it looks very nice,thanks
medicine,really
pardon,what university would you enter
oh i forget sorry,i went to harvard university
french dressing please,i beg your pardon
i beg your pardon,oh french dressing
we still prefer french dressing,will you say it again
no i never do that,why not
yes,and a white sports car
and a white sports car,um that s good
sorry i can t,tomorrow night then
no i d better not,why not
is this your new teacher,yes it is
yes it is,is she short
is she short,no she s average
no she s average,what color are her eyes
what color are her eyes,they re dark gray
they re dark gray,what color is her hair
what color is her hair,it s blond
it s blond,and how old is she
and how old is she,i don t know
um,toast dear
toast dear,as you like
she will be next month,that is truly amazing
good let s go now,all right
my pleasure,this is it
eh so so,and this one too flashy
and this one too flashy,nah not too flashy
no please feel free,thanks a lot
thanks a lot,do you work in shanghai
she is pretty conservative,is her fiance taiwanese
is her fiance taiwanese,yes
yes,how old is he
hey guys,hi nicole
hi nicole,how s business
wow i am impressed,how about you
that is a notebook,believe it
yep and it breathes see,it s not breathing
such a thing exists,fortunately yes you are blushing
well thanks for the suggestions,oh do not mention it
sure what s playing,the new twilight movie
let s play a game,ok how about scrabble
your future husband,not funny
what are you doing awake,i can not sleep
i can not sleep,but it s almost midnight
well i have no regrets,i ll drink to that
we need to talk,okay
you know what i mean,yeah i know
yeah,that s my brother
has the game started yet,yeah about minutes ago
yeah about minutes ago,who s winning
who s winning,the bulls of course
nick how s it going,oh hey
good morning mary,good morning john
what is wrong,it will not start
great that is settled then,ok
well rose,is there something any need
is there something any need,are your free this weekend
that s too bad,thank you for your hospitality
thank you for your hospitality,thanks for coming
good night then,see you tomorrow
thank you,really going to miss you
thank you,look after yourself bye
look after yourself bye,bye
be seeing you then,see you
coffee please,what about you mary
what about you mary,coke is fine thank you
i like orange better,why
we have a country house,that is nice
that is nice,join us will you
but grandpa will be working,it s saturday
it s saturday,i almost forget
what are the teams,brazilian against ac millan
what should we take,how about a china vase
how about a china vase,good idea
what about historic festivals,thanksgiving day independence day
what will the girls do,they give chocolate in return
what for,to lose some weight
yes thank you,here s some sugar
here s some sugar,thanks
sure which one,titanic
thirty yuan,fairly expensive
do not mention it,good night then
good night then,good night
keep in touch,i promise
some other time then,ok thanks for asking me
thank you for your suggestion,you re welcome
sorry to hear that,how about next week
how much is the ticket,dollars each
gone with the wind,what is it about
what is it about,sorry i have no idea
how have you been,fine thank you
what films feature him,many
i know and i will,when
when,after baseball practice
france is he crazy,what do you mean
i do not believe you,take my word for it
how about the yellow mountains,good idea
i agree,it s beginning to spot
do you like watching tv,yes i do usually
hmm good exercise uh,yeah absolutely
how about great canyon,is it worth seeing
is that girl your girlfriend,no it s not
just let it go,how are your work now
merry christmas,huh
where will we sleep then,in the van
in the van,what about other expenses
wow,do you like sports janice
can you believe the headlines,what are you reading
hi kate,hi don what a surprise
merry christmas mary,merry christmas mr bean
what is the band called,love music woman
what is your weight,pounds
great party isn t it,yeah really
what s the time,six thirty tonight
can you tell the result,it s love all
to where exactly,new england
he was years old then,how old is he now
how old is he now,he is over sixty
alps suppose,oh yes you like skiing
oh yes you like skiing,right
he is a captain,he must be very brave
he must be very brave,exactly
her acting is ok,i mean her personality
it was a nightmare,what s up
yes that is true,how long is the holiday
do you speak spanish,yes but not fluently
yes here this is,i will take it too
i will take it too,thank you and take care
what is wrong with him,he has a fever
he has a fever,is he getting better now
is he getting better now,i think so thank you
and what is your vision,
oh yes it is,what do you mean
that is trail mix,same difference what is this
oh is that so,exactly
do not be silly,i am serious
noodles how about you,dumplings
just dress formal,how about transom
that is a notebook,believe it
check out these wheels,you bought a compact car
you bought a compact car,no i borrowed it
that way they look longer,now what are you doing
now what are you doing,putting on mascara
yep and it breathes see,it s not breathing
any plans tonight,not really do you
no problem see you,see you
,what about your brother
what about your brother,he s not quite
he s not quite,do you miss your family
do you miss your family,yes
yes,do you often go home
well thank you for coming,so see you
so see you,bye
ok george bye,bye ann
when will you lecture begin,begin at o clock sharp
how did you like it,it s fantastic
it s fantastic,where did you go there
yes a lot of friends,you must enjoy yourself
salesman,yes that is right
laura,do you like this place
ok goodbye,see you later
good morning miss wang,good morning mr li
fine just fine thanks,doing anything for lunch
oh yes it is,shall i light the stove
shall i light the stove,that s a good idea
merry christmas,the same to you
the same to you,are you doing anything special
how about going swimming,ok where should we go
have a nice weekend,thanks you too
thanks you too,do you have any plans
yeah,who won
who won,china
china,what is the score
at seven please,how many in your party
how many in your party,a party of three
it s difficult to explain,try me
france is he crazy,what do you mean
hello elitherbeth how are you,fine thanks
that s too bad,may be some other time
tell that to my boss,do you know abraham lincoln
do you know abraham lincoln,yes
so how s your work,good how about you
you are a pessimist,i am a realist
tim please please be seated,thank you
what does your father do,he is a worker
he is a worker,what about your mother
what about your mother,she is a nurse
what s the time,six thirty tonight
great party isn t it,yeah really
business management,that sounds interesting
certainly not here it is,thanks a lot
no problem,thanks a lot bye bye
thanks a lot bye bye,you are welcome bye
see you later,bye
yes why,nothing i am just asking
are you busy now,no why
do you have a boyfriend,yes why
how s your mother doing,she is so pretty sick
i will not mom,take care of yourself
take care of yourself,i will bye mom
i will bye mom,bye my boy
do you like music,well it depends
did you have any hobbies,yes reading is my hobby
are you in love,why
i like no,you mean sweet heart
in the front please,that is yuan each
tarzan,can we get tickets now
shall we take a chance,yeah let s do so
yeah let s do so,it s moving so slow
merry christmas lily,the same to you joey
what is your hobby,photograph
happy new year,thank you same to you
thank you same to you,have you got any plans
where is pamela,is she coming
for the wedding,no no for the engagement
the blacks got divorced,really why
you are so lucky,why do you say that
hello,oh hi
see you around,goodbye alice
you got it,thanks a lot
thanks a lot,you are welcome
jim,yes
it s that popular,it sure is
what did the whetherman say,he s predicting clear skies
how s the food,it s pretty good
lily do you know lizzy,lizzy who
lizzy who,lizzy smith
lizzy smith,of course i do
you mean mary,yes
you don t love me,no
guess what,what
why not,his father is a prisoner
how about tomorrow afternoon,tomorrow afternoon would be fine
perfect see you later,o k see you
oh yeah which team,the rockets
are you coming or not,i have not decided yet
how is your business going,business could not be better
you have a fantastic view,yes i love living here
here s to you mary,cheers
it s a deal,see you in the court
laura,do you like this place
bread,and milk or orange juice
and milk or orange juice,orange juice
hi bob how s business,just okay
by train or by plane,by plane
well speak of the devil,what do you mean
i do not believe you,take my word for it
that is more like it,tell me about it
do you like ice skating,i have never tried it
friday then how about it,friday is great
friday is great,it s settled then
mom what are you doing,i am clipping coupons
i am clipping coupons,still clipping coupons
much better than mine,what are your hours
is it a used one,yes it is
true well see you tomorrow,see you
yeah sure,come on
because it rained last night,did it
thanks for reminding me,you are welcome
yes,hmm you ve got mail
go ahead,what is the date today
it s may st,what day is that
and what should i wear,your usual shirt and shoes
mom,mm
luckily that was nothing serious,thank god
engaged,come on
come on,are you crazy
who s that boy,where
parker,oh parker with a p
oh parker with a p,yes with a p
yes with a p,er i m barker
do you really,what do you mean
yes she is,does she teach chinese
hi bill,hi jim
thank you for your letter,is your waist any better
is it expensive,it is the most expensive
can i stop by,sure any time
yes,that is a gay bar
alright let s go,yes let s go
we need to talk,okay
how old is he today,it s his th birthday
likewise see you later,bye
let s play a game,ok how about scrabble
your future husband,not funny
banker,yes
yes,can i have my please
gotta go call me tonight,okay check you later
ok that s fine bye,what happened
well i have no regrets,i ll drink to that
you know what i mean,yeah i know
yes,welcome my name is johnson
welcome my name is johnson,nice to meet you
why we just got here,i know but it s
i know but it s,
,three or four o clock
three or four o clock,yes
pot is not that marijuana,yes it is
really,yes
i am kind of nervous,nervous why
really,yes
really you live in taiwan,yes why not
mom,yes honey
yes honey,i i can t breathe
the giants,yeah
yeah,well here we go again
about million dollars,whoa
so baltimore is winning,right
all right,here comes jordan though
okay that ll be bucks,wait what
this one,that s my index finger
that s my index finger,oh right this one right
fifty times,yes it was really stupid
i can not do that,why not
yeah,that s my brother
has the game started yet,yeah about minutes ago
yeah about minutes ago,who s winning
who s winning,the bulls of course
do you feel like dancing,yes why not
nick how s it going,oh hey
i think there must be,why is that
that too,i am gonna introduce myself
i see i will try,good luck
thank you,my pleasure
are you serious,yes i mean it
but i still love you,i m sorry
how old is he today,it s his th birthday
likewise see you later,bye
how about at,sounds great see you then
i am impressed,are you scared of anything
hey great set of wheels,you like it huh
i would love to,ok let s go
i am not surprised,what is the problem
what about a factory tour,you mean visit a factory
thanks a lot,you re welcome
good luck,thanks
hi how are you doing,everything s great and you
okay here i go,good luck
you are dancing so well,you dance beautifully too
is not there anything else,i have no idea
cheese,did it come out
yes,and no hijackers
is this seat taken,no please sit down
no please sit down,thanks
how about at pm,see you then
can i help you pack,sure thanks
see you later alligator,after a while crocodile
i will good bye,bye bye
what date is it today,why
thanks for the sweet words,any time
would you i would not,what would you do
a what,a vet a veterinary surgeon
a vet a veterinary surgeon,good gracious what is that
hi fanny,hi andy
guess who i saw yesterday,i do not know who
i do not know who,avril lavigen
good evening john,good evening mary
good evening mary,how are you doing
yeah,oh i am shocked
i think there must be,why is that
that s right,who s this
who s this,guess
hello ken,hello george
yes i have,what s on
what s on,paris in the spring
where do you come from,i come from england
where do you come from,i come from greece
ah yes i remember now,have your mechanics finished yet
is this case yours,no that is not mine
here you are,thank you
thank you,hey
hey,what s the matter
what a pity,it does not matter
in the market any problem,nothing i am just checking
no why,there s a typhoon coming
there s a typhoon coming,no way
did you hear about lulu,no what
what do you do,i m a firefighter
i m a firefighter,really that s so cool
