questions,answers
they say you are alright,i am fine
i am fine,this is it then
this is it then,what
just good luck,where would you get it
danger,yeah
food and you my f,in that order
in that order,well no inverse order
well no inverse order,i am still second best
i am still second best,you ever fly an f
i want it understood,anything
and now,and now i want you
come on,where
where,you want to go ballistic
no,it s not suffering anymore
it s not suffering anymore,you are horrible
it dies we live,you are an animal
make what,anything
what about the plane,what plane
used to what,i am different
lieutenant,evan or maverick
harmless,uh hum
uh hum,what if he is not
no,what would
the what,you know the finger
two,two miles
two miles,two meters
yes ma am,where were you
where were you,on his six
why not,i saw one
i saw one,you saw a mig
where did you see that,it s classified
i could be too,how so
yes sergeant,remember one thing
remember one thing,sir
f s sir,tomcats
tomcats,yes sir
yes sir i do sir,well
maverick,yeah cougar
can not shake him,what is mig one doing
what is mig one doing,maintaining course straight for mustang
i am pulling up,no now we are inverted
this is crazy,what is
what is,wait hell something s wrong
wait hell something s wrong,what what is it
what what is it,were upside down
that is missile lock,he better be kidding
what is he doing,he is pissing me off
well what,what do you want
what do you want,what do i want
what do i want,what do you want
what do you want,any more migs
you are not supposed to,but i have to
just relax,is it the plane
is it the plane,the plane is fine
the plane is fine,is it you
gotta go man,knots
feet speed two hundred,okay
passing passing lock your harness,i can recover hold on
yawing right,i know
i got one coming up,and he is gunning
what are you doing,saving them some paperwork
did what,got you here
so i have heard,who s your pilot
who s your pilot,tom kazansky
tom kazansky,no shit the iceman
no shit the iceman,mister to you
so s my johnson,this is maverick
,let s go eject
time to go,i can not eject
come on we are next,what
you ever done this before,what been drunk sure plenty
what would you do,pulled left rolled out underneath
hear about ice,what now
what now,he won again
on the nose,got em got good tone
fire or clear out ice,get lost
engaging bandit o clock,shit
figured it out yet,figured out what
figured out what,who is the best
who is the best,nope
nope,need a hint
i have seen this before,so have i
just below ten thousand,but you continued to fight
i forgot something,what the hell you doing
what the hell you doing,helping him in
morning coogan,how s it goin coog
it was bad,bad
you won,did not everybody
yes sir,the wings
was going now you are,me
i never heard that,not something they tell dependents
not something they tell dependents,it s not true
or,or you can quit
or you can quit,i do not know
skipper sorry to bother you,no bother
no bother,i called your house
i called your house,my wife s house
how do you feel,all right
all right,goose is dead
goose is dead,i know i was there
yes sir,a good man good flyer
so where to,the last resort
welcome to mars,what was that an accident
where is yours,over there man
over there man,you got the job
need a ride,the last resort quick
get it please,identification
kill him,it s about goddamn time
i know that,but i thought
bob,what is it
what is it,you better get down here
demure aggressive sleazy be honest,sleazy and demure
sleazy and demure,forty one a ernie
blonde brunette redhead,brunette
brunette,slim athletic voluptuous
your sexual orientation,hetero
so been married long,eight years
suppose i do then what,swallow this
amazing where are we,at rekall
pull them out,o k everybody pull out
her,arrest that woman
quaid that is quaid,where
where,there the woman
any news of quaid,not since you lost him
not since you lost him,watch your mouth captain
they found us everybody out,melina
shit,c mon
sit down,where is kuato
where is kuato,on his way
what aliens,you tell me
you tell me,i do not know
what trip,you went to rekall remember
you went to rekall remember,i did
hey quaid,harry
i do not know maybe,well do not
rekall,they sell fake memories
they sell fake memories,oh rekall
oh rekall,yeah
look at this shit,what the hell is this
shit,what is it
where is he,level galleria
where,up to the right
quit while you are ahead,thanks for taking johnnycab
not talk i said talk,i am not your wife
i am not your wife,the hell you are not
and falling in love,implanted
well what do you say,i am late
and you believe him,all right forget about it
lori,yeah sweetheart
yeah sweetheart,let s do it
let s do it,do what
do what,move to mars
you mean it,you know i do
who is she,nobody
nobody,nobody what is her name
nobody what is her name,i do not know
i do not know,tell me
is that better,mmmm
what is he talking about,let me go
mars,right mars
right mars,that a problem
doug bob mcclane,nice to meet you
you sure about this,it s just up ahead
aliens built it,aliens
where are you going,the reactor
the reactor,what reactor
what reactor,the one in the mine
he is lying,you two faced bastard
now what,jump
hauser left me a note,hauser you are hauser
hauser you are hauser,not any more
i do not remember you,what are you talking about
i love you,i love you
wait,what
what,who are you
knock it off burt,i think i scared it
howdy rhonda,you are really leaving huh
yeah but no ties,no ties
light it man light it,not yet not yet
prairie dog burrow,little sons of bitches
what the hell are they,sons of bitches
fifteen lousy bucks,a man who plans ahead
you are hung up again,i am not
so long cactus,adios bridge
burt heather,yeah val
twenty,okay ten dollars
it worked there they go,let s do it
ready,yeah one two three
darn it,you okay
where are we goin,that a boy hospital
do not hurt him,where is the nearest hospital
where is the nearest hospital,bellevue straight up first
gimme back my bottle,let go of my hair
objection,sustained
with objection,so noted
i can describe it,oh really
eddie it s art esparza,what is art esparza
let s get a cab,roger
rivington street,what
eddie dowd,roger baron
that dd,what the lunatic who
what the lunatic who,cecil stipe find it
eddie what is a dd,a complaint follow up form
i specialize roger,an angel dust dealer
right you are right,damn right i am right
you do not drink booze,you do
i have not paid you,right
how could i help you,by trusting me shit man
i am dying out there,it s okay eddie
no,no what
but why,maybe because someone s afraid
maybe because someone s afraid,afraid of what
about what,about chinatown what went down
about chinatown what went down,what went down
what went down,you tell me man
you tell me man,no you tell me shu
my mother find you,that is right
that is right,figures
racist asshole came at me,exactly what happened then
exactly what happened then,i killed the motherfucker
i killed the motherfucker,okay
no s sir,thank you mr stipe
lo cecil,see cil
alleged crime,in a context
edward t dowd,don reynard
you getting this,every word
look mister,roger
here he comes,here he comes
well where are you going,i am going over here
teresa banks,albert
he is gone,what
where is the ring,someone else has it now
sorry to hear it,he did not suffer
any friends,no
no,do you take cocaine irene
take a look at this,she is wearing a ring
she lived alone,she must have known someone
agent desmond it s,it s late sam
sort of shorthand,shorthand really
what are you doing,nothing
where are the cookies,you mean fred and ginger
you mean fred and ginger,dancing
goodbye muffin,no you are the muffin
if i can smoke it,you want a muffin
you want a muffin,donna you are a muffin
do you want to talk,no i want to smoke
maybe,oh god laura
oh god laura,well why not
when,the usual
nice night,yep yes it is
what will it be,fill er up
fill er up,you got it
no no,oh yes yes
who would do that,bob
bob,but bob is not real
what,when he finds out
when he finds out,what
what,bobby killed a guy
you want to see,see what
everything but everything,oh laura
oh laura,oh laura
not now,this afternoon
what about tonight,i can not tonight
i can not tonight,what is going on
boating,no
no,hiking
hiking,no
no,eating
eating,you would think so
you would think so,sex
sex,you are getting warmer
you are getting warmer,trees
good night mom,good night sweetheart
laura,what
dad,yes
who was that,a friend from school
a friend from school,a special friend
let me see,dad
hi honey how s donna,fine
fine,school
school,school s fine
leland what are you doing,look at this finger here
what is wrong,nothing i chickened out
what are you doing,who am i
who am i,i do not know
i do not know,that is right
there s no one here,norma are you alright
mr abraham,abrams
what did he find,nothing
nothing,how good s your intelligence
how good s your intelligence,very good
we thought it was just,you thought it was just
you thought it was just,yes
he wants to testify,it looks that way
i would not do it,you would not
you would not,no
yes,just now
just now,yes
i did,objection
no,neurology
neurology,no
no,orthopedics
i know of him,how is that
how is that,through through his book
through through his book,what book is that
what book is that,meth methodology and technique
meth methodology and technique,of anesthesiology
objection we have,to get her heartbeat back
no further questions,you may step down
mr concannon,nothing further your honor
nothing further your honor,mr galvin rebuttal
well many reasons actually,tell me one
anything special about the case,when she
yes,say it
say it,i was her doctor
i completely understand,we just
the doctors were not negligent,i um
i yes it is,and you wrote that
and you wrote that,yes
thank you,that is perfectly all right
her doctors killed her,i am sorry
yes,why
deborah ann kaye,deborah ann kaye
dr gruber,yes galvin right
yes,what did she say
one hour,yes
i did,a single hour
a single hour,yes
kathy price,yes
who told you that,mrs
mrs,mrs simmonds
mrs simmonds,yes
hi,hi how are you doing
i object your honor,overruled
overruled,exception
nothing further your honor,mr concannon
is the plaintiff ready,ready your honor
ready your honor,defense
what is it,thank you for seeing me
thank you for seeing me,that is perfectly all right
yessir i am sorry,why is that
why is that,i was held up
is it over,no
you are pressuring yourself,no no
joe joe,stop pressuring me
and it s over,yes
what,is this a bad time
d you find an apartment,still looking
why,the tv did not work
really how wonderful for you,yes it was actually
this is miss costello,yes price
yes price,pardon
pardon,kathy price
mr galvin s,let me talk to mickey
continental casualty,mr alito please
you know what happened,nothing happened
i know i went,you saw her
you saw her,yes yes i have
it s locked,it s locked
dr gruber,dr gruber s not in
he is not in sir,where is he
well well well huh,yeah
the broad has disappeared,the hospital
uh the admitting nurse,what did she do
you use their witness,that is right
how are you holding up,i am swell
what happened joey,i can not talk now
john gimme a cuesta ray,oh shit what is today
oh shit what is today,today is tuesday what
right,brindisi versus electric boat
mick mick mick,what
she told me,she did
she did,i just saw her
i just saw her,in new york
in new york,what
yes,huh and why is that
dr towler,yes
yes,of the procedures
of the procedures,yes the roving nurse
nothing there now,it was one of them
it was one of them,what was it like
is that machine,it s gone now
it s gone now,where are we
i do know him slightly,what is he like
what is he like,like ah
you mean that was a,sort of a trial balloon
like what,like freddy
heather,chase hi
no,diabetes
diabetes,no
what what is that,a story
dylan where is the man,here
home,home that is right
in my bed,your bed
tomorrow night,no tonight it s important
rex saved me,rex who s rex
someone s coming,what
no,you have a fever sweetie
darker more evil,yeah how would you know
yeah how would you know,call it a guess
you okay,i am fine
what are you talking about,fred krueger did it
fred krueger did it,yeah sure
freddy for all i know,steady
heather langenkamp,yes
yes,is chase porter your husband
is chase porter your husband,yes
listen dammit,i just can not
studio b,hi this is heather langenkamp
it can be captured sometimes,captured how
black s fine,me too
why did we begin this,we were idealists
he knows,you sound so sure
you sound so sure,i am about this
he would have loved this,your father
looks like weather,yep
did we lose anybody,not yet
carry on,yes sir
everyone aboard young bill,yes sir
yes sir,good let s go sailing
how old are you son,fifteen
fifteen,thank you
there s still a way,what do you mean
make us proud,yes sir
albatross,yeah
feels different does not it,what
what was that,anonymous
ninety six,congratulations
congratulations,what about you
you okay,yeah how would you do
bregitta do you believe it,believe what
where you going,to take a piss
she is not that old,what do you mean
why then,because it looks good
is it true phil,i gotta go
can we talk,i guess
why would you do it,what is the difference
hey shut up will ya,it was a bad dream
we all have problems,i am pissin fire man
do you have your ticket,yes
yes,passport
passport,look i just better go
jesus you never told them,i could not
who told you that,my dad
my dad,it works
do what,ya know it
how ya doing,fine
fine,good
jesus,i can not watch this
the dolphin was a symptom,of what
can not do it,sir
sir,close the door sit down
yes sir,all stop on the engine
northeast sir,unfurl the squares
ah northeast sir,speak up boy
so is violating international law,but you invited is aboard
humor me eat it anyway,why are you here
jesus she is got guns,she is cuban
what is that,a padlock
you do,yes i do
me too,why would you do that
it matters to me,okay donut whatever you say
they tell you that,i figured it out
how would you know,trust me donut i know
trust me donut i know,what come on
what is your problem,why would you jump
we have got a problem,what is that
tie it off,outer
about yourself,about anything
no,then keep your mouth shut
what are you blubbering about,i do not know
i am sorry,sorry will not cut it
swing up son,what
what,up you go right now
i understand,may i ask you something
come in montgomery alabama,artie that you artie
this be it,y all take american express
y all take american express,yessir
what is cao ben,how old are you
how old are you,twenty
you black,no
no,you an indian
you an indian,no
ready for another,why not
how bout a beer,that would be fine bobby
need a hand,thanks bobby bout done
no shit you know him,used to
used to,what would you say
what would you say,no of course
you hitched yet,no sir
the good witch,sailor lula loves you
asshole,come here
hasta siempre,hasta siempre
in what capacity,in many capacities
that bastard pucinski,who uncle pooch
i am scared mama,why honey
why we sittin here mama,thinkin a second baby
lula,sailor
you must be my son,shake hands with your daddy
sail,uh huh
uh huh,let s leave here
you sick,a little i think darlin
a little i think darlin,yeah
yeah,come sit by me
that you sail honey,the only one
and no ac,fan works
fan works,now what
sailor,yeah
oh god sailor,one bad car accident
one bad car accident,sailor
there s worse places honey,if you say so
if you say so,trust me on it
lula you there,yeah i am here
yeah i am here,you upset with me
you think he saw us,who knows baby
gotta hex from a voodoo,who do
who do,you do
you got me peanut,you certain
come look at this,what is that honey
you mean like pedal pushers,i guess
sailor,you up for that
sailor,yeah
hey baby,peanut
six,got any plans
you got nice tits,someone s gonna see us
put your shoulders back,what
oh yeah sure okay,santos it is not
take care of him,yes
get rid of him,yes get rid of him
santos,explain it i told you
explain it i told you,shoot him
yes,where in the leg
where in the leg,no
no,where
where,in the head
yes,through the forehead
through the forehead,yes
i know i remember,well
thank you,you are welcome
you snore,so i hear
you peeked did not you,i peeked
so whose car is it,my guess vernon hardapple
my guess vernon hardapple,the hood jumper
such as,that is my car motherfucker
want some help with that,do not touch it
the chancellor s here now,evidently coming
shut up james,so what is the problem
crabtree,ye es
so modest,so sensitive
which is,competence
kidnapped by who,his parents
you stay there,what ohhhh is that it
tripp,shit
tripp,yes
yes,hit your brakes
trip,she left me crabs
she left me crabs,left you who emily
i thought you were tinkering,i just mean
she is a transvestite,you are stoned
you are stoned,she is still a transvestite
she is still a transvestite,mm
mm,is not she
emily,your wife
tripp,how are you crabtree
you driving this car,excuse me
it s mine,bullshit it s mine motherfucker
bullshit it s mine motherfucker,you must be mistaken
you must be mistaken,bullshit
she told you about,her dog yes
i passed out,you did
and your wife left you,is that in my chart
sure,stop calling me vernon
professor tripp,yes james
i eat,when
when,when nobody s looking
want a bite,no thanks
you are lying,the hell i am
jealous of me,not you your talent
the one that left you,that is right that one
kinship,kinship and what is here
where is that,carvel
carvel,carvel where is carvel
carvel where is carvel,outside scranton
outside scranton,i never heard of it
humboldt county,maybe
glaucoma,colon cancer
colon cancer,jesus james wow
is not this,hm
who,i do not know me
how s that,well done james
professor tripp,hm
washed up,blocked
who,the guy on the phone
the guy on the phone,what would he say
what would you tell him,yes
want me to get that,sure
thank you,you are welcome
mmhmmm knap sap,what is he saying
whose tuba is that anyway,miss sloviak s
they are glass the buttons,like the lady herself
go ahead,really
really,really
is that really it,that is really it
i will miss my bus,this is worth it
you cold james,a little
it s colder in there,you are right
sounds like a good one,it s not bad
hey,grady
me sure why,just checking
did you tell walter,i told walter
i told walter,does he still love you
does he still love you,it did not come up
ouch how many,dozens it s very sad
i know,and you are old
he told you,he told me
he told me,and what did you say
someone stole my car,grady
inside,and the jacket
about the baby,that and you
really that was fast,i am kidding hello
i heard,you heard how
pow,you got me
you got me,i love you grady
heavy smells like gunpowder,caps
is that cristaile,hm
emily left me this morning,she is left before
you go first,all right this morning
all right this morning,i am pregnant
professor tripp,chancellor
i need a ride,i am your man
who s this,it s grady walter
it s grady walter,grady
grady,grady tripp english department
it s three thirty grady,this is important
this is important,oh
oh,i i
i i,what is it grady
walter,yes
holy shit are you serious,as a heart attack
do you get high sam,only when i am working
yo traxler,hey professor tripp
who s that guy,her husband
i was thinking of you,and
the perpetrator,no the dog
no the dog,just kidding
a jockey you mean like,horses right vernon something hardapple
what do you mean,i mean feelings
sure,nothing
nothing,ask me ask me anything
are not you glad,when
when,soon
soon,next week the week after
next week the week after,early july
what is that,annette will see you
no thanks,ah come on
what party,the birthday party
it was not like that,then what what
cherry,huh
how is she,annette she is good tense
annette she is good tense,when can i see her
when can i see her,i am working on it
i am working on it,is it because of anna
one hundred and twenty feet,what
hey is that a school,k through sixth
yeah you still with northland,foreman now
foreman now,no shit
no shit,five years
five years,beautiful how s business
do not you have friends,i have friends
see anything interesting,not yet
something like that,that was terrific
that was terrific,you should hear the bird
you should hear the bird,you live around here
i have to go,do you come here often
their sound is quite musical,how does it sound
how does it sound,it s hard to describe
it s hard to describe,try
try,i can not
i can not,i bet you can
they are starlings,is that right
is that right,i do not like starlings
i do not like starlings,why not
what are you looking at,birds
the passionate one,yes
i have a passionate girlfriend,what is with the boxes
i was not feeling well,i could take you downtown
you do not know,know what
you knew her,what
what,the girl
fairy tales,do you believe in them
do you believe in them,no
woodsman,the one with the ax
the one with the ax,i do not know
you walked home,yes
too much sun,what
okay,okay
cherry,yeah
i would,got something to hide
got something to hide,does not everybody
you do not know,i have no idea
i have no idea,i think you do
what is up,have a seat
hiya walter,cop
so how are you adjusting,i am adjusting okay
i am adjusting okay,and your new apartment
and your new apartment,apartment s okay
apartment s okay,are you taking your medication
are you taking your medication,it gives me headaches
it gives me headaches,but you are taking it
but you are taking it,yeah
have you seen walter,lovers quarrel
no,i do not mind
i do not mind,you should go home
walter,yes
what is her name,ms kramer
i can not,yes you can robin
does he,yes
no thank you,are you sure
walter,do you have many friends
do you have many friends,no
no,how come
robin,yes
i am twelve,no you are not
did you get an erection,i was six years old
this is garbage,i am only asking questions
you felt pleasure,yes
not so fast,sorry where is she
sorry where is she,in my bedroom sleeping
in my bedroom sleeping,where
where are you,in my bed too
we are little kids,but roughly how old
who do you see,i see my sister
close your eyes,what
why,to relax
to relax,i am relaxed
when did it all start,you mean my problem
you are very late,sorry
will i ever be normal,i could not say
i could not say,you could not say
you could not say,i am afraid not
how do you define it,i do not
they usually tell me,how do they know
fuck you rosen,i know
i know,you do not know
try it,no fucking way
no fucking way,then think about it
a diary,that is right
that is right,no way
no way,why not
i do not understand,ev i dence
of course,it was just an idea
it was just an idea,bad idea
reflect,that is right
that is right,you think reflection is good
you think reflection is good,it s very good indeed
it s very good indeed,how s that
and how s your job,the job s okay
you okay,yeah
yeah,fucking liar
what is going on,nothing
do not do that,do what
do not be scared walter,i am not scared
i am not scared,prove it
thank you,you are such an asshole
what is this,what is it look like
just think about it,i have got problems
i have got problems,who does not
we should live together,live together
live together,move in with me
you are scared,i am not scared
i am not scared,neither am i
neither am i,maybe you should be
what,us seeing each other
which brother did this,all three in chronological order
all three in chronological order,you must hate your brothers
you must hate your brothers,i love my brothers
i love my brothers,no you do not
are you serious,not ever
not ever,not ever
you know this is crazy,what
what,being here with me
being here with me,i know
what odds,the percentages
their power they seduce me,they seduce you
nothing it s over,bullshit
i have changed,why young girls walter
what was prison like,you do not really
you do not really,yes i want to know
what,get your kicks somewhere else
get your kicks somewhere else,hey i am not
hey i am not,depraved my mistake
depraved my mistake,walter
i never hurt them never,twelve years in prison
so what did you do,i molested little girls
i molested little girls,molested little girls
molested little girls,yeah
the worst,yeah
hey there,hi
did i say something wrong,i suffer from insomnia
i suffer from insomnia,is that all
tell me about it,maybe later
maybe later,how about in the morning
how about in the morning,the morning
hey that was intense,you are still here
so,what
i am not easily shocked,i get that impression
something happened to you,yeah
what,you are damaged
what about bears,what about them
what about them,they could eat you
they could eat you,yeah they could
is that a school,k through sixth
k through sixth,does not it get noisy
does not it get noisy,i like the noise
southern light,what
are you,what do you think
you are quiet at work,i am just quiet
neither do you,they are all assholes
what picture,i am talking about you
i am talking about you,me
me,yeah you
want a ride,i am all right
what,are you okay
are you okay,yeah i am fucking fantastic
lord almighty,hey you okay
hello brigman,hello mrs brigman
no bud no not you,who then
oh god lins i,tell me later
how,i do not know how
son of a bitch,calm down bud
you totaled it huh,yeah so sue me
he is jammed the mechanism,now what
i think it likes you,it s trying to communicate
you dumb jarhead motherf,chill out lindsey
well well mrs brigman,not for long
did you find wilhite,no
virgil,god i hate that bitch
fish,yuh
shit,give me that
quiet quiet,turn it up bozo
hey,check this out
what kind of light,he is hallucinating badly
which one shall i wear,this one is gorgeous
but where are you going,i am thirsty
more so than the shark,there s no comparison
well,well what
well what,have you decided
i love you,tell me once more
tell me once more,i do not love you
i do not love you,i deserve it
why,i am too sleepy
no sandro please,why
why,no reason why
sandro what is the matter,nothing
claudia let s get married,what get married
find anything,no
do not be so humble,how should i be arrogant
who are you talking to,to the shark
ettore,what is it
where is she going,ask her
giulia,here i am
anything new develop,unfortunately no
whose boat is that,what boat
why have we stopped,lady patrizia
zuria,yes until proven otherwise
i burnt them,why
why,they were stained
yes mother,say it
yes mother,why
i am being punished,why
why,i do not know
i do not know,dear jesus
of god,yes of god
because i am getting fat,oh for heaven s sake
agnes,i am a blimp
he talked to you himself,no
no,through someone else
through someone else,yes
yes,who
who,i can not say
i can not say,why
why,she would punish me
she would punish me,one of the other sisters
one of the other sisters,no
no,who
what did you do,i put her to sleep
i put her to sleep,h how
not your fault,agnes who did you see
agnes who did you see,i hate him
who,i hate him
are you frightened,yes
yes,why
who,him
she would seen him too,where
so she sent you,yes
she said michael,what did she mean
agnes can you hear me,yes
my bed,what else
what else,a crucifix
are you ill,yes
yes,what do you feel
what do you do,i have to throw up
what is it,someone s following me
someone s following me,who
who,sister marguerite i think
no,why
why,because i was afraid
because i was afraid,why were you afraid
why were you afraid,because i was not worthy
because i was not worthy,to be a mother
to be a mother,yes
yes,why
i am frightened,of what
of what,of telling you
yes,who am i
who am i,doctor livingston
doctor livingston,and why am i here
and why am i here,to help me
no,you can tell me
you can tell me,i can not
she can,how
how,she watches she listens
she,yes
yes,makes me
makes me,yes
yes,and that you are stupid
and that you are stupid,yes
yes,that you are a mistake
how does she know that,her headaches
her headaches,oh yes
oh yes,and then
and then,what
no i am not,are you pretty
are you pretty,yes
yes,agnes you are stupid
agnes you are stupid,no i am not
no i am not,are you intelligent
are you intelligent,yes i am
yes i am,you are a mistake
what did you do,i am always bad
i am always bad,what did you do
what did you do,i breathed
i was a mistake,what the child
how did she know that,somebody told her
somebody told her,who
who,i do not know
i do not know,agnes
agnes,you will laugh
no,do you
do you,no
why not mmm,she would get angry
do you know a marie,no do you
no do you,why should i
why should i,i do not know
what is your real name,martha louise livingston
martha louise livingston,are you married
are you married,no
no,would you like to be
would you like to be,not at the moment no
not at the moment no,do you have any children
do you have any children,no
no,would you like some
why not,i have stopped menstruating
i have stopped menstruating,why do you smoke
why do you smoke,does it bother you
does it bother you,no questions
one,what
why should they,i do not know
no i was sick,how were you sick
how were you sick,something i ate
something i ate,did it hurt
did it hurt,yes
yes,where
where,down there
down there,and what did you do
and what did you do,i went to my room
i went to my room,and what happened
and what happened,i got sicker
i got sicker,and then what
and then what,i fell asleep
what baby,the baby they made up
the baby they made up,from their heads
i i do not understand,agnes how are babies born
agnes how are babies born,do not you know
anything,anything
love,have you ever loved anyone
have you ever loved anyone,yes
yes,who
who,everyone
everyone,well who in particular
well who in particular,right now
right now,uh huh
uh huh,i love you
yes,who
who,oh there are so many
oh i know he does,he is told you
you have been alone together,yes
yes,often
often,at least once a week
at least once a week,and you like that
and you like that,oh yes
oh yes,where do you meet
where do you meet,in the confessional
i do not know,anything may i sit down
anything may i sit down,yes
you have a lovely voice,no i do not
no i do not,i just heard you
i just heard you,that was not me
that was not me,was it sister marguerite
agnes who mother superior,
,what
what,look into the convent records
look into the convent records,sister
i do not know,you got to be crazy
you have proof,i will have it
i will have it,when
when,next week
it s your favourite,who are you
who are you,i i am martha mama
yes,uh huh
oh do not do this,was not it
she can not remember,what happened to the baby
for what an abortion,oh do not be ridiculous
oh do not be ridiculous,too late for what
the baby,the scandal
and the baby,no
where is she,has not she had enough
for the church,for agnes
the father,who is he
who is he,why must he be anybody
how,do not be ridiculous
may i be present,of course
of course,then let s begin
listen to her singing,i would like to begin
i would like to begin,begin what
all right,fine thanks
hand rolled,even christ would partake socially
even christ would partake socially,saint peter
saint peter,pipe
pipe,right
right,mary magdelen
no it reminds me,would you like one huh
would you like one huh,i would love one
bullshit,bullshit yourself
we will see about that,do not deny it
do not deny it,i have not decided yet
and my permission,i would like yours too
yes,listening to angels
she molested her,oh dear god
because i did not know,oh god
you lied to me,about what
about what,your niece
there s nothing here,was the child full term
was the child full term,oh dear god
oh dear god,what is it
what is it,the sheets
the sheets,what sheets
earthquakes,visitors to the convent
visitors to the convent,nothing
yes,take at look at it
then help her,i am
there s another choice,what
what,aquittal
aquittal,how
what,nuns you hate nuns
nuns you hate nuns,i hate ignorance and stupidity
i hate ignorance and stupidity,the catholic church
this was before her pregnancy,about two years before
and what happened,she stopped eating completely
what is your opinion,i believe agnes is different
who knew about agnes pregnancy,no one
is that normal,yes
who was the father,i have not a clue
was there a priest,yes but i
yes but i,what is his name
you were a smoker,two packs a day
two packs a day,i can beat that
i can beat that,unfiltered
yes i,you can call me sister
you can call me sister,thank you
they are yours,they are
they are,the cards you are bank
lay them down,eh
eh,lay them down
lay them down,we would be thrown out
i am a deserter too,oh
i am a deserter,are you now
oh it s all right,yeah
yeah,yeah
yeah,what they like
shurrup,i bet you are sixteen
i bet you are sixteen,fifteen and two thirds actually
fifteen and two thirds actually,well
yeah,sixpence
what about all these letters,read em
you do not think,they will be here
spoil sport,well
i do not snore,you do repeatedly
you do repeatedly,do i snore
me why,bag snatcher
grotty,yeah grotesque
get him out of here,have i said something amiss
ringo,wake up
what is up,he is sulking again
sure,ah well eh look
gerron,no straight up
a butcher,yeah she was fickle
that is not your grandfather,it is y know
well come on,sorry
what are we waiting for,come here
should i say it,follow your impulse
it s paul s grandfather,oh aye but i thought
yes,see you
see you,of course
yes,aye i knew you were
aye i knew you were,what is that mean
the big hammer,oh aye a sledge
is it is it really,are you pulling my leg
are you pulling my leg,something like that
gear,aye the big hammer smashing
aye the big hammer smashing,thank you
what are you doing,lip reading
lip reading,what are they saying
what are they saying,nothing good
you are only right,i am not wrong
books are good,parading s better
parading s better,parading
a book,yeah a bloomin book
hello grandfather,hello
hello,he can talk then
what are you doing there,hiding
is that yours,for ringo
that is all right then,clean though is not he
you need not bother,y what
behave,foreign devil
i hope he fell off,do not be callous
give em a pull,shall i
what little old man,that little old man
hi norm,hi our lot
you would not,i would though
let s have you,come on speedy
no,ah go on you swine
my eyes are lighter,oh yes
oh yes,and my nose
is it,i would have said so
hello,hello
no i am not,you are
you are,i am not no
i am not no,well you look like him
well,he will get over it
he is betrayed the class,oh leave off
oh leave off,temper temper
temper temper,well
where is my grandfather,do not start look
are not we,no we are not
do not exaggerate,you have lost him
look after him,but
none for me then,sorry
what,nerves
who,paul s grandfather
down the er,oh down the er
oh down the er,yeah down the er
i do not know,do you remember the pyramid
locked,kill drive engines
oh god am i cold,is that you roby
is that you roby,i feel like shit
how do you feel dell,wretched what happened to me
wretched what happened to me,do not you remember
you want to try,sure
what is it,take a look
just machinery,but functioning
i will go first,no you will follow me
is it solid,it s basalt rock
it s basalt rock,then take her down
any rotation,yeah two hours
yeah two hours,gravity
i got it oh boy,where the hell are we
where is irth,sandy scan the whole sky
computer what language was that,unknown
i have recorded the transmission,play it for us please
a transmission,a voice transmission
what happened where is sandy,dead
dead,dead
okay,that way
you like this shit,it grows on you
u he u died,what
hello faust,yeah
how long to fix,hard to say
hard to say,well get started
well get started,right talk to you
oh god oh,is it alive
right,and be right back
hey guess what,what
what,the engines are fixed
oh my god,does anybody know what happened
sounds like a rough one,got a better idea
yes,how s broussard
how s broussard,he is running a fever
he is running a fever,still unconscious
still unconscious,yes
hey now what is this,ask him
it s over hunter,boy that is terrific
do not count on it,we sure need this flamethrower
this is horrible,hey what about the film
no,what do you mean no
what do you mean no,we are not going anywhere
can you get them back,i am trying
it s stopped,yes thank heaven
no it s coming,can you see anything
air lock,who knows
it s close real close,how far
what is wrong,my signal s fading
that way,you lead
we do know that,yeah
what can i do,kill me
which presumably means,more spores coming
where are you,food storage room
food storage room,we are coming
take us up,up one kilometer jay
still worried,oh well you know me
but,what killed it
good moisture content,zero dry as a bone
zero dry as a bone,any microorganisms
anything else,yeah rock particles dust
what the hell happened,engine room what happened
atmospheric turbulence dust storm,turn on navigation lights
oh my god,well it s finally happened
where are we,sandy contact traffic control
better,yeah
it s a rhino,is it dead
minh,yep
i found it,and
where is she,comin up the central reservoir
seal everything now,what is happening
has anybody talked to them,not yet
not yet,do it
it s too late,nooooo
picking up velocity,match it
wait lost it,how
hold it hold it,what is wrong
careful of that edging there,yeah i got it
but i am going first,anything you say mammacitta
alright okay look,what
what,i will come with you
whoa wait a minute,what
what,just got a reading
hey guttierez,what
what,take a look at this
something spooking the rhinos,i dunno
de vries,yeah
is this the suit,uh huh
i i can not,you have to
you have to,no
hurry it up,do not wait for me
that is the wrong way,detour other way s blocked
i have found ackland,hold on
yeah somebody won,check out the tent
seltzer,want some
what is that,real man drink
four,and before that
and before that,six month stint on datus
six month stint on datus,only six
only six,what is this twenty questions
what time s sundown,bout five minutes
and what is your name,phoebe
phoebe,phoebe
phoebe,i call myself phoebe
then say so,yes addison
and karen,she does not know
we are,lloyd and i
what time,almost four
paved with what then,stars
d day,just like it
are not you,frankly yes
just like that eh,just like that
hungry,just some coffee
you take charge,i believe i will
eddie,eddie what
may i come in,certainly mr dewitt
margo,margo lunching in public
she was magnificent,then you have heard too
