questions,answers
there you go,do you want cash back
do you want cash back,yes please
i want,here s your
yes that sounds wonderful,ok see you then
before a m,i see thank you
i want to check in,have you made a reservation
which air conditioner,the one in the bedroom
no problem i can wait,excuse me mr macmillan
how much are the lemons,three for ten cents
three for ten cents,give me a dozen lemons
give me a dozen lemons,anything else
you are always so hospitable,have you a garment
i have decided to leave,leave why
thank you manager,hi is that mr wu
yes what size are you,i am a size
i am a size,try this on please
it s my pleasure,what are your salary expectations
that sounds reasonable,do i have paid vacation
what is wrong with you,my head hurts badly
now,what
what,now would be better
now would be better,ok let s go
ok let s go,should we walk
yes sir,how much is the charge
how much is the charge,let me see it s
let me see it s,do you receive checks
sure here you are,what is going on
what is going on,not much
can you make it,what time does it start
what time does it start,the party starts at
have you taken your temperature,yes and it is c
any vegetable,i would rather have broccoli
how are you doing,great thanks
i would like to transfer,will that be all today
just a few cookies,that is fine with me
ok wait a moment please,make sure they are fresh
make sure they are fresh,trust me
really how did it go,pretty well i think
that is convenient thank you,may i help you
by airmail,sixty cents please
sixty cents please,here you are
two hamburgers and french fries,is there anything else
that s right,excuse me ms montgomery
are you feeling ok,my stomach is bothering me
my stomach is bothering me,what have you been eating
let s do it,mom
the merriman satin sheets,yes that is right
visa,card number
card number,
,expiration date
expiration date,july
can you guarantee the quality,yes absolutely
yes absolutely,where are the panty hose
that will be fine,we appreciate your business
we appreciate your business,day i am home
i will do it later,go and do it now
i would not do that,but i like the feeling
a large coke please,eating here or to go
eating here or to go,eating here please
what a good idea,what kind shall we get
ok,where shall we go
fine we will do that,what is your name
yes i m years old,you look very young
you look very young,thanks
thanks,where is your birthplace
where is your birthplace,my birthplace is yentai
thank you,do you have any questions
do you have any questions,tell me about fees
you shouldn t overdraft,that s for sure
taxi taxi,where to sir
yes that would be lovely,have you been here before
of course we have,i had a busy morning
i had a busy morning,what did you do
what did you do,i watered all the plants
then i did my laundry,that takes some time
mom,what are you doing
hello manchester,hello is that nicholas
yes i do go on,his number s
his number s,marvellous thanks for your help
yeah i think so too,did you vote yesterday
did you vote yesterday,i sure did
i knew he would win,how d you know
sure it s,and your address
and your address,forest drive
,on the meter
on the meter,ye of course
ye of course,ok let s go
yes with pleasure,what games do you like
what games do you like,i like word games
let s play other game,what about playing go
what about playing go,ok
you failed,how would i fail it
how would you like them,in ten dollar bill please
in ten dollar bill please,is there anything else
not much i started exercising,trying to get in shape
is there a doctor here,no
no,can you call an ambulance
can you call an ambulance,sure what is happened
what is your price,i charge an hour
i charge an hour,i can t afford that
i can t afford that,that s my rate
i am just shopping,what are you shopping for
where would you get those,i found them at pennies
i found them at pennies,those are really cute
good afternoon mr anderson,good afternoon miss li
thank you,my pleasure
i like popular music best,me too
me too,who is your favorite singer
who is your favorite singer,qi in is
qi in is,do you know this song
i feel kind of stupid,why
guess where we ended up,i do not know where
hmm maybe i do,what
you know what trish,what
thank you,not at all
who,david bush
we are leaving now,here s your bill
certainly,thank you goodbye
thank you,anything for you
sure here it is,very good
very good,how much for the pass
okay i will take it,thank you for your purchase
thank you for your purchase,you are welcome
i want a chicken salad,i enjoy chicken salads
thank you very much,you are welcome
you are welcome,i need a haircut
i need a haircut,do you have an appointment
come in please,good afternoon mrs smith
that is fine,anything else
anything else,no
here s your change,thank you
thanks a lot,okay i want to change
here s your,thank you very much
thank you very much,thank you
i see anything else,no thanks
no thanks,what are you looking for
six tens will be fine,here you are
yes we have,ok we will choose it
all right,hey what is up
hey what is up,nothing really
i did not realize that,you did not
did you want to go,when does it start
when does it start,at
at,i will be there
yes please,lisa can i call taiwan
lisa can i call taiwan,are you homesick
are you homesick,i miss my parents
how much is it,yuan a night
yuan a night,ok dose it include breakfast
it s the cygnet trust,could you spell that please
very smart,is this mr david richton
is this mr david richton,yes
oh you mean kikois,yeah that s the one
what do you plead,i plead not guilty
of course sir no problem,thanks
you are welcome,something wrong
they arrested me for nothing,what do you mean
well how was the interview,not too bad i suppose
oops,are you being served sir
ninety dollars,it s too expensive
your name please,michael donsie
i would if i could,why can not you
why can not you,because i have other obligations
i believe so,is the bus ride long
oh okay thank you,no problem
well what about a brooch,only old women like that
good for you,do you plan on voting
do you plan on voting,i will be voting
yes please come this way,may i help you
ok there you are,and your passport please
ok yuan a month,thank you very much
yes,would you like an appetizer
i want egg soup,have you decided on anything
what is it,twice cooked spicy pork slices
twice cooked spicy pork slices,ok let me try it
ok let me try it,anything else
anything else,no thank you
help yourself,supper
you re welcome bye,shut up billy billy
shut up billy billy,what
what,wow what is that
what size do you wear,my feet is size
what a pity,where shall we go now
your name please,it s helen kent
is that mr edna kent,that is right
no later than tomorrow,thanks
thanks,hello is that mr li
is that all,do not forget to send
do not forget to send,oh i see thanks
oh i see thanks,can i help you
sure any particular model,yes the ds series
who is the author,charles dickens
thank you so much,you are welcome
what are you eating,rice
rice,why
what size do you wear,middle size
us,then i will take it
what is the charge,the delivery time is weeks
the delivery time is weeks,ok thank you
that is all right,how are you
how are you,fine and you
we like a larger wardrobe,what do you think
what do you think,it looks great
here take my credit card,just sign here please
just sign here please,sure here you go
take your time please,why are you quitting
why are you quitting,i have had enough
thank you,what is that
who s she then,a classmate of mine
no why,there s a typhoon coming
there s a typhoon coming,no way
ok here you are,thank you
okay,buy an expensive suit
buy an expensive suit,how expensive
how expensive,the more expensive the better
is a white blouse okay,yeah fine and dressing shoes
yeah fine and dressing shoes,black
black,black is good
black is good,white pantyhose
white pantyhose,no dark or skin colored
no dark or skin colored,jewelry
how about make up,not much make up
not much make up,perfume
well you like sea food,yes i do
i have gotten a few,how many is a few
how many is a few,i have gotten about six
how much is the fine,it s like each ticket
two years,may i know your occupation
that is right,just a minute please
double p for papa,no double b for bravo
how may i help you,i m having a problem
i m having a problem,what is it
i fired mr li today,that is terrible
well thanks for your help,i need to get internet
that is right,well you have fun
well you have fun,i will have fun
no problem,how much for the shirts
how much for the shirts,dollars
please take a seat,thanks
wilson,and your other names
and your other names,steven michael
how old are you,twenty one
twenty one,where were you bron
where were you bron,in california
this afternoon,may i help you
smoking or non,non smoking
your total comes to,put it on my visa
what s wrong with it,i believe it was declined
i believe it was declined,you re kidding me
i only have one card,do you have cash perhaps
peas and carrots,potatoes
potatoes,boiled
boiled,thank you
yes,for how long
do you feel nauseous,yes occasionally
then will you try extension,certainty sir
i am going shopping,what time are you leaving
ok,do you have enough money
do you have enough money,i am not sure
i am not sure,how much do you have
thanks see you later,bye
which brand do you prefer,sky worth
sky worth,ok come with me please
is this susan,no i am the operator
one way or round trip,one way
oh are the connections correct,i think so
i am too careless,can it work now
can it work now,no
it s a new disk,give it to me
give it to me,here you are
nope that is everything thanks,have you finished washing clothes
i greatly appreciate this,do not mention it
nice to see you again,same here
thanks you,look here it is
my hat s new too,what color is it
that s a lovely hat,good morning mr smith
of course,are they genuine
goodbye,good morning
gold ones,pure gold or carats
ok,how much is it
how much is it,yuan
yuan,hi can i help you
what is the fare,
yes no need to change,taxi
oh i see,here we are miss
thank you,which school are you attending
this coming july,what degree will you receive
what is your major,my major is business administration
you are welcome,can i help you madam
oh yes here it is,sara
sara,what is up
many thanks,not at all
not at all,what else ma am
yes,great here it is
that is good,what is your favorite color
thank you anything else,no thanks
no thanks,what was that
how about,let me check
goodbye thanks again,francis what s that
mr white too,are you being served madam
small size,any particular brand
how much would you say,
come in please,mr green
as much as we can,are you doing different fundraisers
you should do something else,do you have any suggestions
hello mr rodriguez,yes is this paula
hello is this apartment management,can i help you
thanks i appreciated it,can i make preservation now
can i make preservation now,sure at what time
no,how about drink
how about drink,no enough
no enough,please wait a moment
please wait a moment,waiter come back
waiter come back,ok what is up madam
ok what is up madam,it s not too salty
it s not too salty,ok
ok,waiter come back again
waiter come back again,yes anything wrong
yes anything wrong,not too rare
not too rare,yes i see
sure no problem sir,thank you very much
are you planning on voting,yes what about you
thanks for the warning,that is all right
i really appreciate your help,are you from america
hold on please,thank you
thank you,sorry but she s out
we would prefer,for how many people
for how many people,there will be of us
dark please,now or later
now or later,later will do
later will do,will there be anything else
will there be anything else,no that is all thanks
that is right,just a moment please
sure for how many,three seats please
three seats please,may i have your name
which color do you like,claret red
claret red,nice choice
what time does it leave,it leaves at a m
at pier five,thank you
yes here you are,can i take your order
open you suitcase please,ok here you are
no i do not,any cigarette liquor
here you are,do you sell washing machines
well i see thanks,you are welcome
you are welcome,housekeeping may i come in
housekeeping may i come in,come in please
yes i think so,thank you very much doctor
thank you very much doctor,my pleasure
my pleasure,how large is the plant
congratulations,thank you
yes dad,do you have life insurance
to buy or to rent,oh to rent
he is going too slow,pass him
that kenmore looks nice,that is a wonderful choice
that is a wonderful choice,what makes is so great
how long would you stay,days from feb to
days from feb to,are you going somewhere
i applied online,that s interesting
how much do they pay,they pay just enough
how much does this cost,sixty dollars
where are you going,i am going to nanchang
at huangshan,ok here you are
i like this fragrance,how much is it
how much is it,yuan
yuan,i will take it
thank you,you are welcome
thank you,the rent is a month
the rent is a month,that s right
that would be fine,thank you see you tomorrow
thank you see you tomorrow,see you
see you,excuse me
that is good,please fill out the table
how long is that journey,hours
hours,thank you
thank you,are you being served madam
are you being served madam,not yet
all right,good now the other eye
good now the other eye,well this one is worse
oh good,there is a football match
this tv is,you can not be serious
by how much,i will buy it for
what time s your flight,it s at a m
yes because i love yours,i purchased mine from ikea
i purchased mine from ikea,is ikea affordable
sure at what time,o wouldock in the evening
no have a nice day,thank you bye
thank you bye,see you
see you,what s the matter dear
well that is true,how about your mother
sure have a seat,thanks
what is that,melbourne zoo
where do you work,i work at a hospital
i work at a hospital,are you a doctor
are you a doctor,no i am a nurse
did you take the job,no
i actually work here,fabulous thanks
fabulous thanks,do you have id
do you have id,i have it right here
i have it right here,here s your ballot card
ok,open your suitcase please
open your suitcase please,ok here you are
no i do not,any cigarettes baker
any question about the work,to whom should i report
no problem,how long will it take
how long will it take,about a week
i have a terrible toothache,which tooth is it
which tooth is it,pointing this one here
can i leave early today,sure i don t mind
i don t have it,what
yes it s john eng,and the number
and the number,
you are welcome goodbye,what are you doing tomorrow
what are you doing tomorrow,i am going to work
sounds painful,what are in this folder
carton,yes corrugated cardboard boxes
i see a problem,what s the problem
it does not matter,do you want anything else
how are you,i m fabulous
here s your,thank you so much
i see,thanks a lot
thirty percent,yes
what are you serious,yes
yes,but nobody uses macintosh
there are student passes,for how much
it s absolutely free,the monthly sticker costs you
the monthly sticker costs you,how much is that
good luck with that,thanks
and,before disembarkation please get ready
before disembarkation please get ready,all right
sure how much is it,that is
that is,well here is the money
thank you,housekeeping may i help you
looks good,would you like a shave
would you like a shave,no thanks
certainly when for madam,march the rd
would you like breakfast,no thanks
black,and plate number
and plate number,akim
keep in touch then ok,ok
yes can i help you,i need some us dollars
yuan,here s keep the change
what problem,my check for bounced
i thought i did,i ll check for you
i ll check for you,thank you very much
what country produces them,they come from tropical countries
they come from tropical countries,where are you going
you ve been very helpful,my pleasure
ok,where is pamela
it s about two days,what is the cost
what is the cost,it s about yuan
no come here right now,ok
ok,what is the matter
thank you very much,you re welcome
so i know thanks,may i take your order
i see him,which number is he
which number is he,the suspect is number four
sure let s see it,here you are
that was right,yes thank you very much
yes thank you very much,you are welcome
you are welcome,good coming
ok i will,thank you very much
thank you very much,no problem
excuse me,yeah
yes but well,what
thanks a coke pls,may i come in
may i come in,come in please
cash please,how are you doing
how are you doing,everything s fine with me
that will be fine,thanks for your help
thanks for your help,hi is you john
congratulations guy,thanks i appreciate it
how about this afternoon at,that s fine
so what is your plan,what about going to beijing
i know that he will,i trust him
sure we try our best,thank you
how s it going,i m fine thank you
friday is good,morning or afternoon
morning or afternoon,morning
which cup,the red one
the red one,put it on the table
put it on the table,how about this fruit
by all means of course,what is the matter
what s next,enter your pin
may i pick it up,of course
yes that s correct,ok thank you
is there a problem,it s broken
no thanks,good night madam
good night madam,may i help you
congratulations on your promotion,thank you very much
bus no,thank you so much
thank you so much,where to madam
what was wrong with you,my stomach was upset
my stomach was upset,do you feel better now
i hope you feel better,thank you
i will have that too,excuse me
you think so how come,well superbad is super funny
i would love to,good evening sir
we appreciate your help,would you like this one
this one,no the other one yes
thank you,have a nice holiday
please fill in this form,is this all right
it s platform,ok thank you
ok thank you,you are welcome
how,buy an expensive suit
buy an expensive suit,is a white shirt ok
that is fine,what is up officer
how many,only about five or six
all right,good evening
could i try it on,sure
hello is this room service,yes may i help you
no thank you,is that all
is that all,that is all thank you
that is all thank you,what else do you want
what else do you want,i want my change
bottoms up,cheers
have a nice day,you too
then how about this one,ok i will have that
sure your room number pls,room
is there a problem,i would like to reschedule
is okay,your delivery has been confirmed
what is the brand,san yuan
well when is the election,you don t know that
you don t know that,i just don t know
i just don t know,it s this tuesday
it s this tuesday,you can t be serious
you can t be serious,why would i joke
why would i joke,thanks for telling me
thanks for telling me,you should ve known already
you should ve known already,i forgot
stop burping,i can not help it
how does friday sound,that would be great
what is tomorrow,more sales
i have got them,thanks
what was your minor subject,psychology
psychology,we are through
we are through,why
shave also sir,yes
yes what is the fare,for a single ticket
for a single ticket,well i thought it was
yes,oh good transfer please
oh good transfer please,sure
how much is it,yuan
they are in aisle,thank you
the day after tomorrow,which flight do you want
credit card,ok here s your ticket
ok here s your ticket,thank you
small world is not it,indeed it is
it s really a surprise,how are things with you
how are things with you,i m fine thank you
i m fine thank you,how may i help you
yes it does sir,how do i use it
when are you leaving,on may th
on may th,and your destination
and your destination,buenos aires
very well thank you,you are welcome sir
you are welcome sir,good coming sir
good coming sir,good coming
that is it,just about
thank you very much bye,you are welcome goodbye
thanks a lot,no problem thank you
i m going on trial,what is your trial about
what is your trial about,it s a felony charge
how much do you charge,my rate is an hour
my rate is an hour,that s highway robbery
just one,what kind of room
smoking or non smoking,non
how are you,i m fantastic
cash or check,it will be cash today
is that the japanese restaurant,speaking may i help you
what is an id card,something like a passport
excuse me,may i help you
when will it arrive,in a month
bye,are these all yours
are these all yours,yes they are
yes they are,cash or credit card
certainly,here you are
sure,here s your receipt
here s your receipt,thank you
,fine thank you
i have an issue,what is your problem
i am really excited,why are you so excited
why are you so excited,i just got done voting
finally,please drive slowly
please meet him now,thanks
hold on please,thanks
hello is vanessa there,yes this is vanessa
passport and embarkation card please,here you are sir
here you are sir,where are you from
where are you from,i am from china
margaret mitchell,oh yes here it is
hello mr jones,hello miss wu
t t please,very well mr jones
i see thanks a lot,you re welcome
i should be most delighted,thank you mr white
why,my id card is lost
turn on the shower,it s getting cold
hello i am amy,what brings you here
thanks,good afternoon where to
good afternoon where to,tian anmen square
thanks and you too,do you have any hats
i do not like to,do you care for seafood
would you care for beverage,no thanks i am fine
a bottle of champagne,can i help you sir
margaret mitchell,oh yes here it is
thanks,have a nice flight
you have a warrant,a warrant for what
what does that mean,you missed a court appearance
good morning passport please,here you are
the chicken is also nice,no i want the fish
no i want the fish,our special tonight is lobster
i won t,thanks see you
how much in total,rib
rib,is breakfast included
certainly it s a pleasure,where shall we go next
where shall we go next,customs
customs,ok
sure,what is in the box
what is in the box,chocolates
chocolates,are they liqueur chocolates
are they liqueur chocolates,no they are peppermint chocolates
a visitor,have a good time
thank you,has my package arrived
economy please,that would be euro
oh my god,are you ok there
are you ok there,oh my computer crashed again
oh my computer crashed again,can i help
is tom here,speaking
that is right thank you,may i help you sir
hmm is that true,yes it is sir
yes it is sir,well and what about dvds
may i sit here,by all means
is it the battery,yes the battery is dead
don t mention it,george is your chicken ok
what s your plea,i am pleading not guilty
agreed,can i take your order
don t mention it,is mr thomas there please
donations for what,it s for the campaigns
you should try other fundraisers,like what
are we here yet,not quite yet
not quite yet,how far away is it
how many miles to go,we are getting close
we are getting close,will we be there soon
will we be there soon,here we are
here we are,where is the hotel
hello this is rich,hi rich is jim here
sure this is claire,does have your telephone number
does have your telephone number,no it s
no it s,
sure can,thanks a lot
bye,goodbye
here you are thanks,you are welcome
you are welcome,bye bye
bye bye,here we are room
here we are room,it is very nice
yes there is,where s the tea
ok will do bye,thanks bye
whoa when,enjoy your drink sir
thank you for your help,my pleasure
my pleasure,may i take your order
first class sir,do you have a reservation
yes please,how do you do
how do you do,how do you do
nope,have you updated your cv
have you updated your cv,nope
that is a good idea,would you excuse me
would you excuse me,for what
you re welcome,mom my nose is bleeding
your name please,bill smith
i see is this yours,right
right,it s ready to go
it s ready to go,thanks
i usually just drive,you have your own vehicle
smart,what is your name please
what is your name please,my name is sun lin
my name is sun lin,how old are you
then tell me your birthplace,my birthplace is nanjing
oh yes is it dangerous,no but it s painful
i was thinking of off,that will probably be ok
,is there a price reduction
here is,your change please
your change please,thank you
thanks vivian,no problem at all welcome
what,look this window is open
look around,the tv s still here
all right,what is the rate please
that is sir,can you accept a check
what denomination,twenties would be fine
come in please,did you call us
ok,may i help you
that is fine,your total comes to dollars
your total comes to dollars,here s
ok see you then bye,bye
bye,print shop seam speaking
good morning,good morning
good morning,what is the problem
thanks a lot,you are welcome
how long is the flight,it s about three hours
who s calling please,this is kevin
this is kevin,hold on a second please
hold on a second please,hello excuse me
ok i see thank you,you are welcome
let s eat out,good idea
ok here,how would you like it
he is here,tell me what happened
well here you are,is it free
is it free,of course
ok what is your number,it s
thank you,bye
bye,bye
wow that sounds really good,mm it is
i would be glad to,our dinner is ready
potatoes tomatoes and cucumber,do you feed rabbits
is that satisfactory,yes thanks
yes thanks,do you want conditioner
oh ok here s yuan,here are your two receipts
of course,it s genuine i bet
thank you,do you want some dessert
over there,where are you going jane
can i make a reservation,yes sir for what time
bye,may i help you
you are welcome,hello miss check out please
sure here you are,was everything satisfactory
certainly how about this one,this will be fine thanks
which lane were you in,i do not remember
i do not remember,what was your speed then
what was your speed then,miles per hour
here you are,where is the fitting room
yes one moment please,can i help you
when was your reservation,it s p m today
early this morning,oh no
what part hurts,the shoulder
i promise i will,you would better
you would better,what is combined transportation
maybe,hello how can i help
what s wrong,i got laid off today
i got laid off today,oh no that s terrible
oh no that s terrible,yeah
yeah,what happened
sure,how much is it
how much is it,dollars madam
wonder why they do that,i feel terrible now
yes of course,the view is breathtaking
thank you,brooke i have bad news
brooke i have bad news,what
brooke,that way they look longer
that way they look longer,now what are you doing
now what are you doing,putting on mascara
it is a red audi,i am starving
i am starving,did not you just eat
did not you just eat,i am still hungry
i am still hungry,we ate everything from dinner
we ate everything from dinner,i just need a snack
icecream please,what flavor would you like
what flavor would you like,orange
here is the wine list,thanks
thanks,what would you like
what would you like,what do you recommend
what do you recommend,what about cocktail
ok let me try it,here you are sir
here you are sir,thank you
what color do you like,blue
blue,how about that one
your car is ready,good how much is it
good how much is it,yuan please
yuan please,that is expensive
i like doughnuts,have you packed our passports
i want it short,what your short already sir
no thank you,how about oil or spray
how about oil or spray,no nothing will be kind
no nothing will be kind,there how s that
there how s that,that s very good
what packages do you have,we have movie channel packages
we have movie channel packages,what else have you got
we have that package,let me get that package
by ordinary airmail please,anything valuable in it
see you tomorrow,evening table for three please
evening table for three please,do you have reservations
yes i think so,you will spoil him
sure here you are,a moment please
sure here you go,let me think about it
let me think about it,sure take your time
what size do you take,size or
no way,that s so unfair
that s so unfair,what s up
are you all right,no i am not
no i am not,what is going on
what is going on,i was just robbed
i was just robbed,are you serious
are you serious,someone just robbed me
someone just robbed me,did he hurt you
wait a moment please,sure
furnished parking included,it s still pretty expensive
i am going crazy,what is the matter
is everything ok,i just feel funny
how may i help you,a double cheeseburger sounds good
a double cheeseburger sounds good,everything on it
everything on it,yes please
half an hours later,hi what are you watching
thank you,are you new here
are you new here,yes
wine please,what kind
what kind,something real australian
something real australian,would chablis be all right
would chablis be all right,yes that would be fine
thanks very much,you are welcome good luck
of course here you are,thank you
i am looking,do you see the suspect
what number is the suspect,number four
hurry up will you,what is the rush
last name rodgers,yes
ok i will do that,have a pleasant stay
have a pleasant stay,morning mum
no thanks maybe another time,okay sounds good
where will we sleep then,in the van
in the van,what about other expenses
i hope so,everything s gone wrong
i really liked it,i really enjoyed the food
what time is it,it is already
yes i have,do you have any questions
sure,here is the ticket
sure wait a moment,excuse me young man
excuse me young man,yes ma am
your luggage is over kilograms,really what can i do
your medical card no please,grm
i am years old,are you married
are you married,no i am still single
hello wendy speaking,hi wendy i m gerry
thanks bye bye,bye
where are we,i do not know
no i do not drink,what about cigarettes or cigars
what about cigarettes or cigars,i have got some cigars
i have got some cigars,how many madam
how many madam,two small boxes
two small boxes,excuse me sir
ok sir,when will they be ready
when did it happen,it happened last night
it happened last night,where did it happen
where did it happen,it happened at my house
it happened at my house,what was taken
what was taken,i do not know
you re welcome,excuse me
you are welcome,what is your expected salary
ok,i will give a call
anything else,one whisky
where is your dressing room,right over there
much better thanks,glad to hear it
i am not feeling well,what is bothering you
the price per night is,that sounds fine to me
good morning madam,good morning
good morning,may i help you
this way please,thank you
you are welcome,hurry up get in
you re such a geek,did you vote
did you vote,of course
what made you think that,nobody could compete with him
times are changing,that s true
that s true,i support our new president
here keep the change,oh thank you very much
yes i do thank you,caroline menzies speaking
,
,
,that is right
thank you,what are you doing now
what are you doing now,i am watching tv
what is going on,nothing really you
well why do not you,i hate going to parties
i hate going to parties,well that is okay
well that is okay,yeah sorry
ok thanks for that,can i help you sir
single or return sir,single please
single please,pounds please
pounds please,here you are
perfect i will take it,you look really nice today
of course let s go,good afternoon miss qi
shave also s ir,yes
what are you watching,saturday morning cartoons
is that it,that is it
i ll be right over,has someone already helped you
may i have a try,certainly
what about other brands,how about this one
go and get it repaired,that will cost too much
will there be any layovers,no all flights are direct
are you liu yan,that is right
that is right,have you brought your credentials
have you brought your credentials,yes here you are
yes here you are,let me have a look
let me have a look,ok
ok here you are,how much is it
how much is it,thirty five yuan
thirty five yuan,here is the money
here is the money,thanks nothing else today
thanks nothing else today,nothing else thank you
our systems are trouble free,how do you ensure quality
ok see you then,see you
yuan for each person,what does it include
look he has a partner,he is dancing with jack
he is dancing with jack,gross
until then,talk to you later
talk to you later,i am exhausted
i am exhausted,okay let s go home
okay let s go home,that is in all
thanks a lot,good luck
good luck,i need it thank you
i need it thank you,hi anna come in
yes,are they clean
sure please come this way,may i try it on
ok i will take it,how is your english ability
yes right over here,how much are they
,can i pay by card
where is it now,it s under the couch
thank you,anything else mr smith
ruth basil,hi basil
hi basil,hi ruth hop in
a barber shop,i am hungry
i am hungry,you already ate
i may just do that,go right ahead
good idea,two number s please
diet coke,regular or large
regular or large,regular please
regular please,ok anything else
ok anything else,no thanks
no thanks,for here or to go
for here or to go,for here
oh you actually do that,every so often i do
how much can you drink,i usually only have beers
i usually only have beers,you are a light weight
you are a light weight,how much can you drink
alright,i really love this meal
please do,i bought mine from ikea
anything else sir,green salad please
cola please,your address please
your address please,
can i sample a grape,sure
what color do you like,a white one please
what is the size,large
check and double check,good morning oriental electric limited
does this bus go there,i think so
i think so,let s step in dad
let s step in dad,no it s too crowded
no it s too crowded,dad here comes another bus
what size do you need,mm diameter
please try these on,the tip is rather narrow
are you going home now,no i am not
what is the fare,per hour
per hour,thank you
how do you like it,i feel totally refreshed
this time included,of course
of course,then yes
then yes,hello may i help you
by all means,thank you very much
why is that,because i love the snow
because i love the snow,yes the snow is fun
how big was it,it was seven feet tall
it was seven feet tall,how long did it take
how long did it take,it took us all day
are you sick,i feel dizzy
i feel dizzy,let me take your temperature
mrs sue,yes
you too,is that you bob
you are quite welcome,oops
oops,what happened
what happened,i overcooked the corn
hello matt,hello todd
where is my book,which one
which one,the dictionary
the dictionary,it s under the table
it s under the table,where is my pencil
let s blow on it,ok here you go
ok here you go,yummy yummy eat more
on platform track b,when does it arrive
what s your name,my name is li jean
that is very good,hi taxi
that will be dollars please,thanks a lot here
it s my pleasure,hello gail willows speaking
what is the interest rate,it s fixed rate loan
good afternoon,can i help you
of course,what is up
what is up,nothing how about you
oh really,you are coming
you are coming,probably not
probably not,why is that
i understand i guess,sorry about that
sorry about that,may i help you
cash please,excuse me
thanks,what is your temperature now
what is your temperature now,my temperature is degrees centigrade
thank you,what can i do
and the bubble wrap,that s another quid
right seeing is believing,sure
how long is the layover,less than one hour
what is the matter,i am not sure
i am not sure,is it broken
where can we get batteries,all photography shops carry them
yes that s right,well how does it look
well how does it look,it s a perfect fit
all right anything else,no thank you
no thank you,my pleasure
no thanks,paper or plastic
paper or plastic,pardon me
this is the kitchen,it looks new
i like it,here s the master bedroom
a month,does that include utilities
when will it be available,the end of this month
where have you been,my car broke down
ok what time is it,o ctock this afternoon
yes that would be better,fine good bye
fine good bye,good bye
,do you have medical insurance
do you have medical insurance,yes i do blue cross
one dollar,how many stops are there
how many stops are there,two stops after this one
by sea,how are you doing today
how are you doing today,great thank you
okay here you go,thank you very much
no there s no need,can i print it
who is on duty,i am sir
yes sir,let s cross here
can i help you sir,yes i am checking out
sure large or medium,medium please
medium please,anything else to go
oh that hurts,i think it s bleeding
it does taste weird,most people think so
most people think so,what is the problem sir
please,my throat is really dry
which one would you recommend,del is the best choice
del is the best choice,why is del better
thank you,do you like barry
is this ok,so far so good
silly me,now press this button
how would like to pay,i have a master card
hello elizabeth how are you,fine thanks
you can transfer fuchengmen,how far is it
i see thanks a lot,you are welcome
ok i know thank you,not at all
what about a motel,what is that
how do you want it,what do you mean
where do you live,i live in beijing
i live in beijing,what is your permanent address
where is your birthplace,my birthplace is suzhou
my birthplace is suzhou,where is your domicile
where is your domicile,my domicile is beijing
of course,thanks so much
thank you sir,how about the repair fee
thank you again,can you drive
that is fine with me,would you mind relocating
who s calling please,this is john
this is john,what is it john
ann it s terrible,what is up
what is up,look this is a pimple
look this is a pimple,oh i think it is
oh i think it is,how come
how much,i only want to transfer
the,the really goes downtown
the really goes downtown,yes it does
thank you very much,you are very welcome
all right say cheese,thank you very much
i am grateful to you,it s a pleasure
have you made a reservation,yes i am belen
it s worth a shot,can i help you madam
what is the problem,the water will not drain
yes how much is that,
a month,does the rent include utilities
does the rent include utilities,no utilities are extra
no utilities are extra,where s the laundry room
let me get this,no it is my treat
no it is my treat,are you sure
yes sir here it is,how much is it
excuse me,yes can i help you
is breakfast included,no
what seven hundred,well eight hundred then
well eight hundred then,no one thousand at least
all right,do you recognize the suspect
do you recognize the suspect,he is there
he is there,what number
what number,he is number four
how about friday afternoon,that will be fine
that will be fine,did you hear the news
did you hear the news,what happened
yes i would like to,thanks a lot
yes sir we promised that,but have hour journey
my telephone number is,where are you from
where are you from,i am from guangdong
all right see you later,after a while
thank you,do not mention it
what is the matter sir,have you been drinking
have you been drinking,no i have not sir
ok i will blow,your bac exceeds legal limit
your bac exceeds legal limit,but i
thank you,your muscles are a spectacle
so am i,good coming
ok,can i help you
single or return,single how much
how much altogether,
,do you receive cash only
i see,may i come in
can i pay by card,cash or card is fine
do you have an appointment,no i do not
no i do not,is it urgent
of course ma am,will it take long
hold on a minute please,thank you
never,never
single or double,single please
single please,do you have a reservation
is that right,thank you mrs wu
yes thank you so much,have you booked already
is that everything,that will be all thanks
sure how about the tweed,it feels good
it feels good,taxi
can not we go faster,i will do my best
i see,thank you yuan
thank you yuan,here you go
ok,buy a decent suit
buy a decent suit,is a white blouse ok
is a white blouse ok,yeah fine and dressing shoes
yeah fine and dressing shoes,how about make up
not much make up,what will you have
ok thanks for calling,bye
bye,bye
may i see your passbook,here you are
thanks a lot,you re welcome
your appetite is good,i am always feeling hungry
mary s is handling it,is everything under control
that is right,fine give me the ticket
thank you,you are welcome
yeah all right thanks susan,that s all right
i am afraid not sir,what a pity
are you miss thou ping,yes i am thou ping
actually i m thirty now,where were you born
where were you born,i was born in xinjiang
i was born in xinjiang,what is your nationality
what is your nationality,han
goodbye,hi is this steven
look at these gorgeous paintings,they are beautiful
they are beautiful,why not take a picture
why not take a picture,of course i will
have not you met yet,no we have not
do you have trifles,yes
how about at pm,see you then
can you come over at,that will be fine
thanks,where are you off to
where are you off to,the movies
with or without private bathroom,with private room please
how much does it cost,yuan
