questions,answers
i m not sure but i will arrange for you and inform you as well,i want to buy a shirt
i want to buy a shirt,what color do you like
what color do you like,a white one please
a white one please,maybe you could have a look at this one
maybe you could have a look at this one,what is the size
what is the size,large
large,i think a medium one will do
i think a medium one will do,are you looking for something special
are you looking for something special,yes where can i buy trousers
yes where can i buy trousers,follow me please how do you like this one
follow me please how do you like this one,what mark is it
what mark is it,levis it s the latest fashion
levis it s the latest fashion,room service can i help you
room service can i help you,this is room i would like to order breakfast
this is room i would like to order breakfast,what would you like sir
what would you like sir,one orange juice scrambled eggs with bacon toast and coffee
one orange juice scrambled eggs with bacon toast and coffee,it will take about minutes sir is that all right
it will take about minutes sir is that all right,yes it is oh by the way could you also bring me today s paper
yes it is oh by the way could you also bring me today s paper,of course sir
of course sir,it s your turn sir i am sorry that you have had to wait
it s your turn sir i am sorry that you have had to wait,that is all right show me the blue pen please
that is all right show me the blue pen please,ok it s here one of the best makes in china
ok it s here one of the best makes in china,i see thank you
i see thank you,excuse me can i order now please
excuse me can i order now please,ok what would you like
ok what would you like,i would like the lasagna please
i would like the lasagna please,sure and which one would you like
sure and which one would you like,i will try the vegetarian please
i will try the vegetarian please,how much does it cost to rent a mid size car
how much does it cost to rent a mid size car,i can give you one for a day or a week
i can give you one for a day or a week,fine i would like to reserve one for next tuesday
fine i would like to reserve one for next tuesday,may i see your driver s license
may i see your driver s license,yes it s right here
yes it s right here,ok you will have to use a credit card or leave a deposit
ok you will have to use a credit card or leave a deposit,i have just taken a spanner set from the stores
i have just taken a spanner set from the stores,that is fine do not forget to update the inventory
that is fine do not forget to update the inventory,sorry what do you mean
would you do me a favor,i would be glad to what is it
i would be glad to what is it,excuse me do you mind if i ask some things about work for this company
excuse me do you mind if i ask some things about work for this company,not at all go ahead
not at all go ahead,i have heard that the company is very strict with its staff is that true
i have heard that the company is very strict with its staff is that true,not really so long as you follow all the regulations
not really so long as you follow all the regulations,if you make mistakes in your job you will be fired is that right
red restaurant do you want to make a reservation,yes i would like to book a table for two this evening
yes i would like to book a table for two this evening,at what time
at what time,by tho way i would like a table next to the window
by tho way i would like a table next to the window,no problem sir
no problem sir,hi did you call for an exterminator
no problem just get rid of the bugs,john it s time to get up
john it s time to get up,it can t be time to get up yet
it can t be time to get up yet,it is hurry up you ll be late for school
it is hurry up you ll be late for school,what s the time
what s the time,it s nearly half past seven
it s nearly half past seven,my watch says ten past
my watch says ten past,it s slow hurry up the bus goes at twenty to eight
it s slow hurry up the bus goes at twenty to eight,are you sure half past seven
are you sure half past seven,positive i ll put the radio on
positive i ll put the radio on,it s only seven o clock your watch is fast
it s only seven o clock your watch is fast,no it isn t it s stopped i forgot to wind it up last night
no it isn t it s stopped i forgot to wind it up last night,i could have stayed in bed for another half hour
i could have stayed in bed for another half hour,are you sure this is the right restaurant
are you sure this is the right restaurant,positive
positive,you do not think you could be wrong
you do not think you could be wrong,i am absolutely sure i am right
i am absolutely sure i am right,i do not know it looks a little wrong down
this is right there is no doubt in my mind,you are a hundred percent sure you want to eat here
you are a hundred percent sure you want to eat here,check and double check
check and double check,good morning oriental electric limited
thank you very much see you tomorrow afternoon,see you
see you,dad how can we get to the zoo
dad how can we get to the zoo,we can take a bus there
we can take a bus there,does this bus go there
does this bus go there,i think so
i think so,let s step in dad
let s step in dad,no it s too crowded
no it s too crowded,dad here comes another bus
dad here comes another bus,fine let s get on oh no judy get off the bus quickly
fine let s get on oh no judy get off the bus quickly,why dad
why dad,we got on the wrong bus
we got on the wrong bus,how do we do timesheets here
how do we do timesheets here,they are actually fairly straightforward do you know where the blanks are kept
they are actually fairly straightforward do you know where the blanks are kept,yes i already have one
do you like the cookies,i finished them in no time
i finished them in no time,glad you like it
glad you like it,mum when will we have them again
mum when will we have them again,is betty sue in her office
is betty sue in her office,i m sorry she s in a meeting right now
i m sorry she s in a meeting right now,i see
i see,can i give her a message for you
can i give her a message for you,yes please tell her i stopped by
yes please tell her i stopped by,and your name please
and your name please,ted oh and could you give her this document for me
ted oh and could you give her this document for me,certainly
certainly,excuse me where am i on this map
excuse me where am i on this map,you are right here bus station we are in the center of the city
you are right here bus station we are in the center of the city,which bus should i take to railway station
which bus should i take to railway station,you can take a no bus here
you can take a no bus here,where am i supposed to change
where am i supposed to change,at longing street
at longing street,where can i find a spare hose for the pump
where can i find a spare hose for the pump,what size do you need
what size do you need,mm diameter
thanks have you got any light bulbs,they are in the blue cupboard anything else
they are in the blue cupboard anything else,oh yes some wire cutters
just one pair,fine they should be here the day after tomorrow
fine they should be here the day after tomorrow,what would you want coffee or tea
what would you want coffee or tea,bring me a cup of coffee please
bring me a cup of coffee please,how do you like it
how do you like it,i would prefer a black one
i would prefer a black one,may i help you sir
may i help you sir,yes i would like a pair of black leather shoes in size
yes i would like a pair of black leather shoes in size,please try these on
please try these on,the tip is rather narrow
the tip is rather narrow,i will bring you a larger size
i will bring you a larger size,are you going home now
are you going home now,no i am not
no i am not,what are you going to do are you going to work late
what are you going to do are you going to work late,no i am not i am going to look for an apartment
no i am not i am going to look for an apartment,an apartment why
an apartment why,i am going to try to find a place near the office
i am going to try to find a place near the office,where are you living now
where are you living now,out in the suburbs it s a long trip to work every day
out in the suburbs it s a long trip to work every day,how are you going to find an apartment
how are you going to find an apartment,i am going to buy a newspaper and check the classified ads
i am going to buy a newspaper and check the classified ads,apartments in the city are expensive
what is the fare,per hour
per hour,thank you
actually it is a day notice to vacate the premises,just for being a few days late
i will go write a check right now,thank you i will need a cashier s check or cash please
thank you i will need a cashier s check or cash please,how s your little girl debbie
how s your little girl debbie,oh she s just fine she s so grown up now
oh she s just fine she s so grown up now,how old is she
how old is she,four and a half going on twelve
four and a half going on twelve,what can i do for you miss
that is right the bus tour is really efficient and cheap,what time does the next bus leave
what time does the next bus leave,oo do not worry miss we have buses every minutes
oo do not worry miss we have buses every minutes,egg this bathroom is a pigsty
egg this bathroom is a pigsty,helen why do you keep flushing the toilet what is wrong
i can not help myself it s just so disgusting in here,helen this is not like your own bathroom just leave it to the cleaners okay
helen this is not like your own bathroom just leave it to the cleaners okay,hang on i am just gonna quickly wipe the sink and sweep the floor
hang on i am just gonna quickly wipe the sink and sweep the floor,you are such a neat freak i am outta here
you are such a neat freak i am outta here,what do you want to do tonight
what do you want to do tonight,i do not know what do you want to do
i do not know what do you want to do,i have no idea do you think we are in a rut
i have no idea do you think we are in a rut,what do you mean
mom i want to move out,hey sounds great to me kid what kind of job did you find
hey sounds great to me kid what kind of job did you find,job
thank you how long it take to get my son s hair cut,it should not be long thirty minutes tops are you in a hurry
it should not be long thirty minutes tops are you in a hurry,no i am thinking that maybe i can get my hair shampooed
how come,because it helps you speed up your circulation
because it helps you speed up your circulation,then i will not say no to that
then i will not say no to that,how do you like it
how do you like it,i feel totally refreshed
i feel totally refreshed,we have discount coupons yuan for ten times would you like to have one
we have discount coupons yuan for ten times would you like to have one,this time included
this time included,of course
of course,then yes
then yes,hello may i help you
yes we are interested in seeing the rooms for rent,oh how nice there are bright rooms and the house is very quiet
oh how nice there are bright rooms and the house is very quiet,that is exactly what we are looking for
see you tomorrow,i need to get my prescription filled
i need to get my prescription filled,you may pick it up in twenty minutes
you may pick it up in twenty minutes,if i wanted to could i have it mailed to me
if i wanted to could i have it mailed to me,yes and you can renew this prescription by phone
yes and you can renew this prescription by phone,are there any special instructions about this medication
are there any special instructions about this medication,take it three times a day
take it three times a day,can i take it with food
can i take it with food,you should take this medicine with food and no alcohol
you should take this medicine with food and no alcohol,are there any side effects with this medication
are there any side effects with this medication,you might get a little dizzy but that is it
you might get a little dizzy but that is it,how much for a bus pass
how much for a bus pass,well for a monthly pass it will cost you
well for a monthly pass it will cost you,is there anything else that does not cost as much
is there anything else that does not cost as much,if you are a student you can get a student bus pass
if you are a student you can get a student bus pass,how much does a student pass cost
how much does a student pass cost,that actual bus pass is free
that actual bus pass is free,it does not cost anything
it does not cost anything,the only thing you will have to pay for is the monthly sticker
the only thing you will have to pay for is the monthly sticker,can you tell me how much that will cost
can you tell me how much that will cost,it s only a month
it s only a month,sounds good let me get that
sounds good let me get that,i will get it for you right now
i will get it for you right now,excuse me how many sightseeing spots are there in the park
excuse me how many sightseeing spots are there in the park,there are about main spots and some other small spots
there are about main spots and some other small spots,do i have to buy extra ticket if i want to visit the main spots
do i have to buy extra ticket if i want to visit the main spots,yes some of the spots charges separately
yes some of the spots charges separately,well do you have through tickets
well do you have through tickets,yes sir it s
yes sir it s,are you going grocery shopping today
are you going grocery shopping today,i am as a matter of fact do you have any special requests
i was wondering if you would let me stay here for a few days,it really depends on when and how long
it really depends on when and how long,until next weekend if that is ok
until next weekend if that is ok,can i see some men s watches
can i see some men s watches,of course how about this one
of course how about this one,what functions does this watch have
what functions does this watch have,it s a luminous watch with a time reminder function
it s a luminous watch with a time reminder function,is it waterproof
is it waterproof,yes and it comes with a worldwide guarantee
yes and it comes with a worldwide guarantee,i will take it please set the watch for me
where is your seat,it s a in the middle part a window seat too
it s a in the middle part a window seat too,ok you mean the vacant one on the left
no need i have only this small handbag with me,thanks have a nice trip
thanks have a nice trip,excuse me where are you going
excuse me where are you going,oh i am a tourist may i go inside and look around
oh i am a tourist may i go inside and look around,i am afraid you can not today
i am afraid you can not today,when can i go inside then
when can i go inside then,only on saturday and sunday from one to five p m
only on saturday and sunday from one to five p m,good evening madam may i help you
good evening madam may i help you,yes do you have a table for five
yes do you have a table for five,yes would you like smoking or non smoking
yes would you like smoking or non smoking,we would like a non smoking room please
we would like a non smoking room please,no problem follow me please
no problem follow me please,will you give me a hand sir
will you give me a hand sir,by all means
by all means,thank you very much
you are welcome,i will be glad when winter comes
i will be glad when winter comes,why is that
why is that,because i love the snow
because i love the snow,yes the snow is fun
yes the snow is fun,last year we made a big snowman
last year we made a big snowman,how big was it
how big was it,it was seven feet tall
it was seven feet tall,how long did it take
how long did it take,it took us all day
it took us all day,did you give him a nose
did you give him a nose,of course we gave him a big carrot for a nose
of course we gave him a big carrot for a nose,let me help you make one this year
if you want my advice you won t invite yourself any risk,but people keep talking about the benefits from the plan
but people keep talking about the benefits from the plan,have you a full day trip
have you a full day trip,yes of course there are various forms of travel
yes of course there are various forms of travel,do i have to book the tour right now
do i have to book the tour right now,there is no need we have the tour everyday
no these terms need to be amplified,what if the sale is made on the basis of sight draft
yes that is very important,how have you been feeling lately
how have you been feeling lately,i ve been feeling a little light headed lately
i ve been feeling a little light headed lately,has your blood pressure been high before
has your blood pressure been high before,if i have high blood pressure it is news to me
what do you use to check for high blood pressure,i am going to put a cuff on you to get a reading
i am going to put a cuff on you to get a reading,what does the reading tell you
i hope that the test results show me to be really healthy,miss may i help you
it s because of the view,oh i see can you show me the location of block i
how many elevators are there,there are three elevators between one hundred and forty eight units
there are three elevators between one hundred and forty eight units,how about the car park space
what is the completion date,the completion date will be july st
the completion date will be july st,how about the price and the bank mortgage
you are welcome,you have got a beautiful singing voice
pick the one that you always sing in the shower,funny oh i like this song it s by one of my favorite singers
funny oh i like this song it s by one of my favorite singers,read me the index number
read me the index number,it s a duet come on pick the mic and sing along
it s a duet come on pick the mic and sing along,no i need a rest
no i need a rest,mom i do not feel well
mom i do not feel well,are you sick
are you sick,i feel dizzy
i feel dizzy,let me take your temperature
let me take your temperature,mom i do not want to go to see a doctor
mom i do not want to go to see a doctor,oh honey i think you have caught a cold you should get a shot
oh really,i will take you to the assembly shop
i will take you to the assembly shop,i take care of the letters i may read sort out and organize incoming mails
i take care of the letters i may read sort out and organize incoming mails,so you have to open all the envelopes
do you need to file copies of the letters before sending them,yes and i check all the e mails for mr thomas
yes and i check all the e mails for mr thomas,how do you use an atm card billy
how have you been doing,i can t sleep or eat i have a really bad pain in my tooth
i can t sleep or eat i have a really bad pain in my tooth,how long have you had this toothache
when you brush your teeth what do you use,i use a soft bristle toothbrush
i use a soft bristle toothbrush,does it bother you when you have to chew a lot
does it bother you when you have to chew a lot,absolutely that set it off big time
absolutely that set it off big time,hello may i speak to kevin please
hello may i speak to kevin please,speaking
speaking,the doctor sent me over here to have my blood drawn
the doctor sent me over here to have my blood drawn,certainly please have a seat and roll up your left sleeve
certainly please have a seat and roll up your left sleeve,what is this test for
what is this test for,well today your doctor wants us to check your white blood cell count
well today your doctor wants us to check your white blood cell count,what does that tell him
what does that tell him,well if it is elevated you might have an infection
well if it is elevated you might have an infection,will the blood test hurt
ouch,there we go i got the blood that i needed
there we go i got the blood that i needed,could you please cover for me two hours this morning
yes i will need it thanks,what is your understanding of a job
hi is that li ling,yes what can i do for you
excuse me how long is the flight to phoenix,it s about hours we are supposed to land there at
it s about hours we are supposed to land there at,is that phoenix time
is that phoenix time,of course we are already out of our motherland
of course we are already out of our motherland,mrs sue
mrs sue,yes
yes,mr brown will have to call you back in a little while
mr brown will have to call you back in a little while,all right but tell him i will only be here until four o clock
all right but tell him i will only be here until four o clock,excuse me do you speak english
excuse me do you speak english,yes do you need some help
yes do you need some help,actually yes could you show me how to use my key card
actually yes could you show me how to use my key card,yes sure you need to put your card in the slot
yes sure you need to put your card in the slot,ok like this
ok like this,that s right then wait for the green light and turn the handle
that s right then wait for the green light and turn the handle,oh it s open thank you very much
oh it s open thank you very much,anything else i can do for you
anything else i can do for you,i need ten cents stamps and ten cents stamps please
i need ten cents stamps and ten cents stamps please,ok here you are anything else
you can buy a money order and mail mature immigration,then i need a money order for dollars
thank youse much for all your help,you are welcome have a nice day
you are welcome have a nice day,you too
you too,is that you bob
is that you bob,sorry he s on another phone will you hold
sorry he s on another phone will you hold,oh i m sorry i think i ll call later thank you
oh i m sorry i think i ll call later thank you,well we have been waiting for our luggage for about one hour
well we have been waiting for our luggage for about one hour,what kind of bag is it
what kind of bag is it,it s blue samsonite bag
it s blue samsonite bag,what are your room number and your name please
what are your room number and your name please,this is room eleven seven and my name is terry chen
my friend s room oh i see thanks a lot,you are quite welcome
you are quite welcome,oops
oops,what happened
what happened,i overcooked the corn
i overcooked the corn,that is okay i like it better that way anyway
that is okay i like it better that way anyway,hello matt
hello matt,hello todd
no problem what are you looking for,my laptop do you see it
my laptop do you see it,yes your laptop is on the chair
yes your laptop is on the chair,where is my book
where is my book,which one
which one,the dictionary
the dictionary,it s under the table
it s under the table,where is my pencil
where is my pencil,there s a pencil in front of the lamp
there s a pencil in front of the lamp,that is not a pencil that is a pen
that is not a pencil that is a pen,oh sorry there is a pencil behind the cup
oh sorry there is a pencil behind the cup,how about my backpack do you know where that is
how about my backpack do you know where that is,it s in between the wall and the bed
it s in between the wall and the bed,where are my shoes
where are my shoes,they are on the left side of the tv
they are on the left side of the tv,i do not see them
i do not see them,sorry i made a mistake they are on the right side of the tv
sorry i made a mistake they are on the right side of the tv,thanks
thanks,oh and here are your glasses they were next to your cell phone
oh and here are your glasses they were next to your cell phone,oh is it too hot i am sorry
oh is it too hot i am sorry,let s blow on it
let s blow on it,ok here you go
ok here you go,yummy yummy eat more
what time does the train for boston leave,on platform track b
on platform track b,when does it arrive
when does it arrive,it should be there at but it may be a little late
it should be there at but it may be a little late,how much is a one way ticket
how much is a one way ticket,it s
it s,are you going to come home late tonight
are you going to come home late tonight,yes i have got to work overtime
yes i have got to work overtime,excuse me is this personnel division
excuse me is this personnel division,yes what can i do for you
yes what can i do for you,i came about your advertisement for a senior production planner
i came about your advertisement for a senior production planner,what s your name
what s your name,my name is li jean
my name is li jean,you have been in peking university had not you
you have been in peking university had not you,yes seven years
yes seven years,what degree do you have now
what degree do you have now,master of marketing management
master of marketing management,do you have any experience in this field
do you have any experience in this field,yes i worked at ab company
yes i worked at ab company,why are you interested in the position
that is very good,hi taxi
hi taxi,get in please where to madam
get in please where to madam,the international airport please i have to be there by
the international airport please i have to be there by,i can not promise anything but i will try my best
i can not promise anything but i will try my best,oh that is my stop how much do i need to pay
oh that is my stop how much do i need to pay,that will be dollars please
that will be dollars please,thanks a lot here
thanks a lot here,what arrangement will you make about payment
thank you i am glad we have come to an agreement at last,hey lisa want to grab lunch with me
hey lisa want to grab lunch with me,sure emily we have not done that in a while
taxi,where would you like to go
where would you like to go,please rush me to the railway station
please rush me to the railway station,get in and close the door
get in and close the door,can you speed up a bit
can you speed up a bit,sorry the road is too crowded
sorry the road is too crowded,but i have no time to lose
but i have no time to lose,but i can not help it
but i can not help it,can you drop me off here
can you drop me off here,sorry we must not stop here
yes i am leaving on the th of next month,congratulations how can you get such a good opportunity to be trained overseas
so awful i never fancy my salary is so little,oh do not be so sad you can ask for a salary raise
forget it good luck i hope you can make it,welcome back sir i trust the materials were helpful to you
i see and what loan amount are you expecting,it says here that the maximum is rib is that flexible
do you think you are introverted or extroverted,i think i am extroverted
yes we are satisfied with the result,i hope that we can continue our cooperation
i hope that we can continue our cooperation,good afternoon mr meng it s a little late for you is not it
don t worry the traffic jam is said to be over soon,yes i hope so thank you for telling me this
yes i hope so thank you for telling me this,it s my pleasure
it s my pleasure,hello gail willows speaking
hello gail willows speaking,ms willows hello this is daniel calling from iba bank
ms willows hello this is daniel calling from iba bank,hello daniel what can i do for you
hello daniel what can i do for you,i am calling to notify you that an export l c has arrived for you
i am calling to notify you that an export l c has arrived for you,oh really do you know which company it s from
oh really do you know which company it s from,yes it s from satura beds of tokyo
yes it s from satura beds of tokyo,ah great i will send someone over to pick it up thanks for calling
ah great i will send someone over to pick it up thanks for calling,hello how can i help you sir
do you qualify for any of the federal loan programs,yes but i need to borrow some more money
yes but i need to borrow some more money,well in that case we can offer you a private educational loan
well in that case we can offer you a private educational loan,what is the interest rate
what is the interest rate,it s fixed rate loan
it s fixed rate loan,how do i go about taking it out
how do i go about taking it out,just fill out this application we can let you know right away if you qualify
just fill out this application we can let you know right away if you qualify,all right thank you
all right thank you,honey can you set the table
sorry i couldn t help you,welcome to our international business counter how can i help
not a problem could you tell me you l c number please,it s th
would it be possible to transfer them to iba bank,that is fine i will get on with that for you right now
that is fine i will get on with that for you right now,hello may i help you
hello may i help you,yes we re interested in seeing the rooms for rent
yes we re interested in seeing the rooms for rent,oh how nice they re bright rooms and the house is very quiet
oh how nice they re bright rooms and the house is very quiet,a nice quiet house is exactly what we are looking for
a nice quiet house is exactly what we are looking for,well gentleman each room is a week if you think that is ok
well gentleman each room is a week if you think that is ok,that sounds just wonderful to us
that sounds just wonderful to us,when do you want to move in
when do you want to move in,how about this afternoon
how about this afternoon,fine i will be expecting you around two
fine i will be expecting you around two,who s the woman you talked to just now
oh no wonder you are so respectful to her,dinner s ready come and get it
dinner s ready come and get it,coming
coming,thank you for calling the twin theatre
thank you for calling the twin theatre,what time does the next showing of forrest gump begin
what time does the next showing of forrest gump begin,the next show is at two o clock
the next show is at two o clock,what about the one after that
what about the one after that,besides yours do not have side pockets like mine
besides yours do not have side pockets like mine,cool they are big what have you got in there
cool they are big what have you got in there,just the necessities
just the necessities,are you planning a trip to the outback
are you planning a trip to the outback,no but you never know when you will need a flashlight
no but you never know when you will need a flashlight,well my pants are very slimming they are capris
well my pants are very slimming they are capris,have you a wine list
have you a wine list,yes the wine list is at the end of the menu
yes the wine list is at the end of the menu,oh i see do not you have mao tai
oh i see do not you have mao tai,sorry sir but i recommend you bacardi white it s quite delitous
sorry sir but i recommend you bacardi white it s quite delitous,well that is fine bring us a bottle of that
well that is fine bring us a bottle of that,reservations can i help you
reservations can i help you,i would like to book a room please
i would like to book a room please,how long will you be staying sir
how long will you be staying sir,four nights from october th
four nights from october th,what kind of room do you want
what kind of room do you want,a single room with a bath if possible
our monthly salary can not buy one square meter of the house here,it is depressing to hear the price goes higher and higher
have you watched the tv series humble abode,yes it displays some social problems and interprets the values of our white collars
yes it displays some social problems and interprets the values of our white collars,i really really want a house even though it is small like a snail house
i really really want a house even though it is small like a snail house,good afternoon
good afternoon,can i help you
can i help you,yes we have a reservation for three nights mona white i called last week
yes we have a reservation for three nights mona white i called last week,one moment please ms white
one moment please ms white,yes that was for two single rooms was not it
yes that was for two single rooms was not it,i have reserved rooms and for you
i have reserved rooms and for you,are they quiet rooms
are they quiet rooms,well they are facing the street
well they are facing the street,but there s a lovely view
but there s a lovely view,we would like quiet rooms thanks
we would like quiet rooms thanks,of course
of course,what is up
what is up,nothing how about you
nothing how about you,next saturday i am going to have a party
next saturday i am going to have a party,oh really
oh really,you are coming
you are coming,probably not
probably not,why is that
why is that,i do not feel like going
i do not feel like going,why not
why not,i really can not stand going to parties
i really can not stand going to parties,i understand i guess
i understand i guess,sorry about that
sorry about that,may i help you
may i help you,yes can you tell me where i can find a travel agency
yes can you tell me where i can find a travel agency,take the right road and walk ten minutes you will see the star travel agency
take the right road and walk ten minutes you will see the star travel agency,thank you
thank you,do you think you can fix my computer
do you think you can fix my computer,i will give it a try
i will give it a try,you must know you have been scheduled to have an operation the day after
you must know you have been scheduled to have an operation the day after,yes but i do not know the exact time
yes of course i am going to have my appendix removed,ok have you signed the consent
ok have you signed the consent,yes here it is
where do you think you lost it outside the hotel,yes i believe so how should i compensate for this
what us dollars is it covered by the insurance,i am afraid no it is not covered by this insurance
i am afraid no it is not covered by this insurance,our offer is rib per tape recorder f o b tianjin
our offer is rib per tape recorder f o b tianjin,we think the price is too high
we think the price is too high,that is the best price we can offer
that is the best price we can offer,we will have to discuss it with my boss
we will have to discuss it with my boss,we can give you a discount if you order for immediate shipment
we can give you a discount if you order for immediate shipment,where are you going jane
where are you going jane,i am going to the hospital to see susan
i think i may rent out this apartment that i found,oh really where d you find it
oh really where d you find it,i was looking through the ads today and i found it in there
i was looking through the ads today and i found it in there,in the ads are you serious
in the ads are you serious,yeah and it s affordable too
yeah and it s affordable too,i d like to hear about this apartment
i d like to hear about this apartment,first of all it s absolutely gorgeous
first of all it s absolutely gorgeous,what is the rent each month
what is the rent each month,it s only a month
it s only a month,that s amazing the rent is very cheap
that s amazing the rent is very cheap,i know it is
i know it is,it s a good thing that you read that ad today
it s a good thing that you read that ad today,good morning sir i am ready to check out now
good morning sir i am ready to check out now,ok sir please wait a moment we will check your room
ok sir please wait a moment we will check your room,may i have my bill now
may i have my bill now,sure how would you like to pay
sure how would you like to pay,cash please
cash please,excuse me
yes,i am in a hurry how long will it take
i am in a hurry how long will it take,about half an hour if there s no traffic jam
about half an hour if there s no traffic jam,do you think the traffic will be heavy
do you think the traffic will be heavy,i doubt it it s not rush hour
i doubt it it s not rush hour,that is a relief
that is a relief,hi benjamin my name is dr green what seems to be the matter
hi benjamin my name is dr green what seems to be the matter,i have been feeling pretty ill for a few days now
i have been feeling pretty ill for a few days now,what are your symptoms
yes i can not seem to drink enough,have you been drinking plenty of water
have you been drinking plenty of water,no just soda
is anyone else sick in your home,no but my girlfriend has mono
thanks,what is your temperature now
what is your temperature now,my temperature is degrees centigrade
my temperature is degrees centigrade,how high was your temperature yesterday
how high was your temperature yesterday,i did not take my temperature but i felt feverish
i did not take my temperature but i felt feverish,will you open your mouth your throat is swollen
will you open your mouth your throat is swollen,doctor i can not eat any foods because i had a sore throat
is there anything i can do for you,yes i have my wallet stolen
yes i have my wallet stolen,when did you lose it
what is the proper way to sit at a dinner table,ideal posture is to sit straight but not stiff against the back of the chair
ideal posture is to sit straight but not stiff against the back of the chair,yes
are you ready to order,yes i ll have the texas chili burger
yes i ll have the texas chili burger,would you like fries with that
would you like fries with that,a large with tons of ketchup
a large with tons of ketchup,and to drink
and to drink,i will have a diet coke please
i will have a diet coke please,is this dine in or take out
is this dine in or take out,take out please
take out please,are you paying in cash or by credit card
are you paying in cash or by credit card,cash
thank you,what can i do
what can i do,the system crashed when i was surfing on the internet
the system crashed when i was surfing on the internet,did you go to any illegal website
did you go to any illegal website,no but does that matter
no but does that matter,yes your computer can be easily infected by virus if you do that
yes your computer can be easily infected by virus if you do that,i see i would better never try
i see i would better never try,that is wise
that is wise,do you know what is wrong with my pc
is anti virus software necessary for a pc,of course you would better learn something about it
of course you would better learn something about it,i am afraid yes but what about the data i stored in the computer
yes please i will really appreciate that,what s the postage on this letter to hongkong please
what s the postage on this letter to hongkong please,oh i have to check do you need anything else
oh i have to check do you need anything else,yes five one dollar stamps please
yes five one dollar stamps please,that will be fourteen dollars in all
can i buy stamps here,sure how many would you like
sure how many would you like,i need for my christmas cards
i need for my christmas cards,are you sending them abroad
are you sending them abroad,twenty of them are going abroad to china and america
no,ok here you go that will be pounds and seventy two pence
ok here you go that will be pounds and seventy two pence,and the bubble wrap
and the bubble wrap,that s another quid
that s another quid,thanks a lot you ve been very helpful
thanks a lot you ve been very helpful,good morning madam can i help you
good morning madam can i help you,yes i ve come to inquire about a dollar remittance from california has it arrived
yes i ve come to inquire about a dollar remittance from california has it arrived,may i have your name please
may i have your name please,my name is jenny clinton
well then i will come again the day after tomorrow,or would you like us to phone you when the money arrives
or would you like us to phone you when the money arrives,that would be very kind of you
the phone number is extension,thank you we will inform you in time goodbye
thank you we will inform you in time goodbye,hi are you new in this class
hi are you new in this class,yes i am i really don t know anyone
yes i am i really don t know anyone,did you just arrive in this country you look a little nervous
i took this course last semester too now i am taking it again,how is it did you learn anything here why are you taking it again
nice to meet you,would you like to have a cup of tea or coffee
would you like to have a cup of tea or coffee,thank you i would like chinese tea very much
yes as a representative of ibm i hope to conclude some business with you,we also hope to expand our business with you
we also hope to expand our business with you,this is our common desire
this is our common desire,i think you probably know china has adopted a flexible policy in her foreign trade
i think you probably know china has adopted a flexible policy in her foreign trade,yes i have read about it but i would like to know more about it
yes i have read about it but i would like to know more about it,right seeing is believing
right seeing is believing,sure
sure,i have to talk to you
i have to talk to you,what hilary i m really in a hurry
when does the flight depart,at am by the way it also makes a refueling stop
at am by the way it also makes a refueling stop,how long is the layover
how long is the layover,less than one hour
less than one hour,and how long do i have to stay in berlin for the connecting flight
and how long do i have to stay in berlin for the connecting flight,not so long just one hour
not so long just one hour,so the time for the total journey is about
so the time for the total journey is about,about hours
about hours,let me count ok it works out for my schedule thanks a lot
let me count ok it works out for my schedule thanks a lot,you are welcome
you are welcome,i am checking out now can i have my bill please
sure what is your room number sir,it s here is my key card
it s here is my key card,a minute please it s yuan all together tax included
a minute please it s yuan all together tax included,can i pay with traveler s check
here you are,good morning sir what can i do for you
good morning sir what can i do for you,i am leaving at so i would like to settle my account now
i am leaving at so i would like to settle my account now,yes sir may i have your room number
yes sir may i have your room number,my room number is and the name is ted black
my room number is and the name is ted black,right just wait a minute i will get your bill ready for you right away
right just wait a minute i will get your bill ready for you right away,thanks
thanks,have you used your mini bar since breakfast
have you used your mini bar since breakfast,no i have not
no i have not,very good sir here is your bill please check and sign it
very good sir here is your bill please check and sign it,ok excuse me what is this charge for
ok excuse me what is this charge for,that is for the breakfast you ordered from the service
that is for the breakfast you ordered from the service,oh yes it s on wednesday morning sorry about that
oh yes it s on wednesday morning sorry about that,that is all right well it s all together
that is all right well it s all together,here you are
here you are,thank you have a nice trip
excuse me ma ma could you walk back through the doorway again please,what for
what for,airport security could you empty your pockets over here please
airport security could you empty your pockets over here please,really i am in a hurry all right
really i am in a hurry all right,ah a set of keys
ah a set of keys,i am embarrassed i forgot completely about them i am terribly sorry
i am embarrassed i forgot completely about them i am terribly sorry,that is all right enjoy your flight
that is all right enjoy your flight,thank you
thank you,lucy take my picture here ok
lucy take my picture here ok,sure just a minute let me take my camera out
sure just a minute let me take my camera out,what is the matter
what is the matter,i am not sure
i am not sure,is it broken
is it broken,i hope not oh i see
i hope not oh i see,what is it
what is it,the batteries are worn down i need replace them
the batteries are worn down i need replace them,where can we get batteries
where can we get batteries,all photography shops carry them
all photography shops carry them,ok let s take a walk and look for a shop that does
ok let s take a walk and look for a shop that does,may i take your order
may i take your order,i would like to have shelled shrimps with cashew nuts
i would like to have shelled shrimps with cashew nuts,anything else
no problem sir,let me help you with that
let me help you with that,thanks very much
thanks very much,you really should not be lifting this by yourself
you really should not be lifting this by yourself,i know but there was nobody else
